Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q99832	Q99832	12	12	12	T-complex protein 1 subunit eta	CCT7	sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2	1	12	12	12	30.0	30.0	30.0	59.366	543	543	0.0	78.646	17830000	12	1088	257;465;598;2355;3304;4108;4152;4425;4502;5137;5329;5672	True;True;True;True;True;True;True;True;True;True;True;True	259;470;603;2393;3360;4196;4240;4517;4594;5241;5438;5789	268;491;628;2525;3555;4434;4479;4764;4848;5532;5738;6100	279;519;667;2698;3805;4737;4783;5079;5171;5929;6150;6532	279;519;667;2698;3805;4737;4783;5079;5171;5929;6150;6532		
Q99873	Q99873	2	2	2	Protein arginine N-methyltransferase 1	PRMT1	sp|Q99873|ANM1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3	1	2	2	2	5.9	5.9	5.9	42.461	371	371	0.0	13.92	2527400	2	1089	1318;5493	True;True	1340;5606	1412;5910	1498;6336	1498;6336		
Q99986	Q99986	2	2	2	Serine/threonine-protein kinase VRK1	VRK1	sp|Q99986|VRK1_HUMAN Serine/threonine-protein kinase VRK1 OS=Homo sapiens OX=9606 GN=VRK1 PE=1 SV=1	1	2	2	2	8.6	8.6	8.6	45.476	396	396	0.0	11.519	1181300	2	1090	2540;3843	True;True	2581;3927	2726;4150	2918;4439	2918;4439		
Q9BPW8	Q9BPW8	1	1	1	Protein NipSnap homolog 1	NIPSNAP1	sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1	1	1	1	1	4.9	4.9	4.9	33.31	284	284	0.00095238	6.5287	780200	1	1091	2186	True	2222	2337	2479	2479		
Q9BPX5	Q9BPX5	1	1	1	Actin-related protein 2/3 complex subunit 5-like protein	ARPC5L	sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1	1	1	1	1	7.8	7.8	7.8	16.941	153	153	0.0	6.8288	480910	1	1092	248	True	249	258	269	269		
Q9BQA1	Q9BQA1	1	1	1	Methylosome protein 50	WDR77	sp|Q9BQA1|MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1	1	1	1	1	2.0	2.0	2.0	36.724	342	342	0.0042265	5.9137	480420	1	1093	2564	True	2605	2750	2944	2944		
Q9BQE3	Q9BQE3	19	19	3	Tubulin alpha-1C chain	TUBA1C	sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	1	19	19	3	64.6	64.6	13.4	49.895	449	449	0.0	158.76	250490000	38	1094	154;483;502;548;923;944;1024;1043;1160;1484;2477;3106;3423;3787;4114;4740;4751;5123;5666	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	154;155;488;507;553;937;958;1038;1057;1058;1178;1509;2516;3160;3479;3869;4202;4836;4847;5227;5779;5780	162;163;510;529;577;993;1014;1098;1118;1119;1244;1585;2653;2654;3348;3349;3678;4089;4440;5111;5122;5517;6089;6090	165;166;167;168;169;170;538;560;611;1048;1049;1070;1161;1181;1182;1316;1317;1318;1681;2837;2838;2839;2840;3588;3589;3934;3935;3936;4375;4376;4743;5473;5474;5485;5486;5911;6519;6520	170;538;560;611;1048;1070;1161;1182;1317;1681;2838;3588;3936;4376;4743;5474;5486;5911;6520	88	413
Q9BQG0	Q9BQG0	5	5	5	Myb-binding protein 1A	MYBBP1A	sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2	1	5	5	5	5.0	5.0	5.0	148.85	1328	1328	0.0	39.382	4781400	5	1095	329;394;1102;3283;5197	True;True;True;True;True	331;398;1119;3339;5303	348;417;1181;3533;5597	365;439;1247;3783;5999	365;439;1247;3783;5999		
Q9BR76	Q9BR76	1	1	1	Coronin-1B	CORO1B	sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1	1	1	1	1	2.0	2.0	2.0	54.234	489	489	0.00086655	6.026	484430	1	1096	610	True	615	642	681	681		
Q9BRA2	Q9BRA2	3	3	3	Thioredoxin domain-containing protein 17	TXNDC17	sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1	1	3	3	3	30.9	30.9	30.9	13.941	123	123	0.0	20.376	6928700	4	1097	4610;4738;5563	True;True;True	4702;4834;5676	4961;5109;5984	5291;5470;5471;6411	5291;5471;6411		
Q9BRJ2	Q9BRJ2	1	1	1	39S ribosomal protein L45, mitochondrial	MRPL45	sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2	1	1	1	1	3.3	3.3	3.3	35.351	306	306	0.00090009	6.2299	623400	1	1098	914	True	927	983	1038	1038		
Q9BSJ8	Q9BSJ8	8	8	8	Extended synaptotagmin-1	ESYT1	sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1	1	8	8	8	10.7	10.7	10.7	122.85	1104	1104	0.0	56.572	6239600	8	1099	316;533;841;1516;2102;3138;3235;5244	True;True;True;True;True;True;True;True	318;538;852;1543;2138;3192;3290;5350	333;562;900;1621;2248;3382;3483;5645	349;594;953;1720;2389;3626;3732;6050	349;594;953;1720;2389;3626;3732;6050		
Q9BTT0	Q9BTT0	6	6	6	Acidic leucine-rich nuclear phosphoprotein 32 family member E	ANP32E	sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1	1	6	6	6	28.7	28.7	28.7	30.692	268	268	0.0	44.938	15343000	5	1100	594;803;1219;2813;2993;4405	True;True;True;True;True;True	599;812;1238;2861;3046;4497	624;854;1309;3025;3226;4744	663;900;1390;3252;3461;5058	663;900;1390;3252;3461;5058		
Q9BUF5	Q9BUF5	12	5	5	Tubulin beta-6 chain	TUBB6	sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1	1	12	5	5	39.9	21.5	21.5	49.857	446	446	0.0	31.178	3821100	5	1101	321;1177;1392;1612;1702;1910;2607;2904;3067;3479;3826;5660	True;True;False;False;True;False;True;False;False;True;False;False	323;1196;1414;1640;1733;1945;2652;2955;2956;3120;3121;3536;3909;3910;5773	339;1265;1486;1721;1817;2041;2797;3130;3131;3132;3305;3306;3307;3739;4132;4133;6083	355;1344;1576;1823;1824;1825;1928;2169;2995;3361;3362;3363;3364;3542;3543;3544;3545;4002;4421;4422;6513	355;1344;1576;1824;1928;2169;2995;3362;3545;4002;4421;6513	7;8;9;10	257;267;299;300
Q9BUJ2	Q9BUJ2	3	3	3	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1	sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2	1	3	3	3	5.0	5.0	5.0	95.737	856	856	0.0	18.95	3247600	3	1102	117;228;3102	True;True;True	117;229;3156	125;237;3344	128;246;3584	128;246;3584		
Q9BVC6	Q9BVC6	1	1	1	Transmembrane protein 109	TMEM109	sp|Q9BVC6|TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens OX=9606 GN=TMEM109 PE=1 SV=1	1	1	1	1	4.9	4.9	4.9	26.21	243	243	0.00092937	6.4282	1237500	1	1103	1008	True	1022	1082	1145	1145		
Q9BWD1	Q9BWD1	1	1	1	Acetyl-CoA acetyltransferase, cytosolic	ACAT2	sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2	1	1	1	1	2.5	2.5	2.5	41.35	397	397	0.00088889	6.1767	514120	1	1104	1180	True	1199	1270	1349	1349		
Q9BWM7	Q9BWM7	1	1	1	Sideroflexin-3	SFXN3	sp|Q9BWM7|SFXN3_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=3	1	1	1	1	2.8	2.8	2.8	35.503	321	321	0.0066611	5.8378	564290	1	1105	5472	True	5584	5888	6311	6311		
Q9BX68	Q9BX68	1	1	1	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2	sp|Q9BX68|HINT2_HUMAN Adenosine 5-monophosphoramidase HINT2 OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1	1	1	1	1	12.3	12.3	12.3	17.162	163	163	0.00092851	6.4254	1443600	1	1106	2679	True	2725	2874	3076	3076		
Q9BXJ9	Q9BXJ9	5	5	5	N-alpha-acetyltransferase 15, NatA auxiliary subunit	NAA15	sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1	1	5	5	5	9.6	9.6	9.6	101.27	866	866	0.0	31.722	3929200	5	1107	1760;1814;3036;4845;5077	True;True;True;True;True	1792;1846;3089;4944;5179	1881;1936;3270;5224;5468	1998;2056;3507;5597;5858	1998;2056;3507;5597;5858		
Q9BXP5	Q9BXP5	1	1	1	Serrate RNA effector molecule homolog	SRRT	sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	1	1	1	1	1.5	1.5	1.5	100.67	876	876	0.0	7.454	755890	1	1108	1386	True	1408	1480	1570	1570		
Q9BYN0	Q9BYN0	3	3	3	Sulfiredoxin-1	SRXN1	sp|Q9BYN0|SRXN1_HUMAN Sulfiredoxin-1 OS=Homo sapiens OX=9606 GN=SRXN1 PE=1 SV=2	1	3	3	3	25.5	25.5	25.5	14.259	137	137	0.0	18.387	1711300	3	1109	1742;3545;5336	True;True;True	1774;3602;5445	1862;3809;5745	1979;4079;6157	1979;4079;6157		
Q9BZG1	Q9BZG1	1	1	1	Ras-related protein Rab-34	RAB34	sp|Q9BZG1|RAB34_HUMAN Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	1	1	1	1	5.8	5.8	5.8	29.044	259	259	0.0	7.0979	800900	1	1110	1294	True	1316	1388	1474	1474		
Q9BZZ5	Q9BZZ5	4	4	4	Apoptosis inhibitor 5	API5	sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3	1	4	4	4	9.2	9.2	9.2	59.004	524	524	0.0	26.657	3488000	4	1111	639;1397;2124;4007	True;True;True;True	644;1420;2160;4095	673;1492;2270;4326	714;1584;2411;4625	714;1584;2411;4625		
Q9C002	Q9C002	1	1	1	Normal mucosa of esophagus-specific gene 1 protein	NMES1	sp|Q9C002|NMES1_HUMAN Normal mucosa of esophagus-specific gene 1 protein OS=Homo sapiens OX=9606 GN=NMES1 PE=1 SV=1	1	1	1	1	22.9	22.9	22.9	9.6172	83	83	0.0	8.5657	1690900	1	1112	3110	True	3164	3353	3595	3595		
Q9C0C9	Q9C0C9	2	2	2	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O	sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3	1	2	2	2	3.6	3.6	3.6	141.29	1292	1292	0.0	12.226	1455200	2	1113	1823;3378	True;True	1856;3434	1946;3632	2067;3886	2067;3886		
Q9GZT3	Q9GZT3	2	2	2	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1	1	2	2	2	22.9	22.9	22.9	12.349	109	109	0.0	13.876	2780200	2	1114	1991;2632	True;True	2026;2677	2131;2823	2267;3021	2267;3021		
Q9GZY8	Q9GZY8	2	2	2	Mitochondrial fission factor	MFF	sp|Q9GZY8|MFF_HUMAN Mitochondrial fission factor OS=Homo sapiens OX=9606 GN=MFF PE=1 SV=1	1	2	2	2	13.2	13.2	13.2	38.464	342	342	0.0	12.686	2073000	2	1115	3950;5262	True;True	4037;5368	4265;5663	4560;6068	4560;6068		
Q9H074	Q9H074	4	4	4	Polyadenylate-binding protein-interacting protein 1	PAIP1	sp|Q9H074|PAIP1_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1	1	4	4	4	8.1	8.1	8.1	53.524	479	479	0.0	24.415	2511900	4	1116	69;1472;2431;3442	True;True;True;True	69;1495;2469;3499	75;1571;2603;3699	76;1665;2781;3960	76;1665;2781;3960		
Q9H0A0	Q9H0A0	1	1	1	N-acetyltransferase 10	NAT10	sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	115.73	1025	1025	0.0009542	6.5563	728140	1	1117	1073	True	1089	1151	1216	1216		
Q9H0D6	Q9H0D6	1	1	1	5-3 exoribonuclease 2	XRN2	sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1	1	1	1	1	3.8	3.8	3.8	108.58	950	950	0.003387	5.9236	725530	1	1118	405	True	409	428	450	450		
Q9H0S4	Q9H0S4	1	1	1	Probable ATP-dependent RNA helicase DDX47	DDX47	sp|Q9H0S4|DDX47_HUMAN Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	50.646	455	455	0.0	6.6371	607790	1	1119	3010	True	3063	3244	3479	3479		
Q9H0U4	Q9H0U4	4	1	1	Ras-related protein Rab-1B	RAB1B	sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1	1	4	1	1	27.9	10.4	10.4	22.171	201	201	0.0	7.9855	964470	1	1120	1092;1733;3192;4211	False;True;False;False	1108;1765;3247;4299	1170;1853;3437;3438;4539	1235;1969;3684;3685;4844	1235;1969;3685;4844		
Q9H223	Q9H223	1	1	1	EH domain-containing protein 4	EHD4	sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	61.174	541	541	0.0	6.9904	675180	1	1121	3293	True	3349	3543	3793	3793		
Q9H299	Q9H299	1	1	1	SH3 domain-binding glutamic acid-rich-like protein 3	SH3BGRL3	sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1	1	1	1	1	16.1	16.1	16.1	10.438	93	93	0.0	11.177	1095400	1	1122	2656	True	2701	2849	3048	3048		
Q9H2U2	Q9H2U2	1	1	1	Inorganic pyrophosphatase 2, mitochondrial	PPA2	sp|Q9H2U2|IPYR2_HUMAN Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2	1	1	1	1	3.9	3.9	3.9	37.92	334	334	0.0	7.5246	465280	1	1123	3078	True	3132	3319	3557	3557		
Q9H2W6	Q9H2W6	1	1	1	39S ribosomal protein L46, mitochondrial	MRPL46	sp|Q9H2W6|RM46_HUMAN 39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1	1	1	1	1	2.5	2.5	2.5	31.705	279	279	0.0066061	5.8012	382950	1	1124	3817	True	3899	4121	4410	4410		
Q9H3K6	Q9H3K6	3	3	3	BolA-like protein 2	BOLA2	sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV=1	1	3	3	3	51.2	51.2	51.2	10.116	86	86	0.0	18.119	4540100	3	1125	754;3527;4796	True;True;True	763;3584;4895	801;3789;5172	846;4058;5541	846;4058;5541		
Q9H3N1	Q9H3N1	6	6	6	Thioredoxin-related transmembrane protein 1	TMX1	sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1	1	6	6	6	22.1	22.1	22.1	31.791	280	280	0.0	36.827	7616900	6	1126	676;686;1553;3223;4421;5038	True;True;True;True;True;True	683;694;1580;3278;4513;5139	713;725;1660;3471;4760;5426	757;769;1760;3720;5075;5813	757;769;1760;3720;5075;5813		
Q9H3U1	Q9H3U1	1	1	1	Protein unc-45 homolog A	UNC45A	sp|Q9H3U1|UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1	1	1	1	1	2.0	2.0	2.0	103.08	944	944	0.0	7.1627	612660	1	1127	4435	True	4527	4775	5090	5090		
Q9H4A4	Q9H4A4	6	6	6	Aminopeptidase B	RNPEP	sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2	1	6	6	6	10.3	10.3	10.3	72.595	650	650	0.0	39.825	3845500	7	1128	188;2013;2944;3023;4940;5014	True;True;True;True;True;True	189;2048;2996;3076;5041;5115	197;2154;3175;3257;5325;5402	204;2290;3410;3493;5705;5706;5788	204;2290;3410;3493;5706;5788		
Q9H4M9;Q9NZN3;Q9NZN4	Q9H4M9	5;2;1	5;2;1	5;2;1	EH domain-containing protein 1	EHD1	sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2	3	5	5	5	12.7	12.7	12.7	60.626	534	534;535;543	0.0	30.061	2834700	5	1129	744;1138;3016;3206;5455	True;True;True;True;True	752;1156;3069;3261;5567	790;1220;3250;3454;5871	835;1291;3486;3701;6294	835;1291;3486;3701;6294		
Q9H6R4	Q9H6R4	1	1	1	Nucleolar protein 6	NOL6	sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	127.59	1146	1146	0.00089928	6.2184	946900	1	1130	4900	True	5000	5283	5658	5658		
Q9H6T3	Q9H6T3	1	1	1	RNA polymerase II-associated protein 3	RPAP3	sp|Q9H6T3|RPAP3_HUMAN RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	75.718	665	665	0.0	6.75	689580	1	1131	1188	True	1207	1278	1357	1357		
Q9H773	Q9H773	2	2	2	dCTP pyrophosphatase 1	DCTPP1	sp|Q9H773|DCTP1_HUMAN dCTP pyrophosphatase 1 OS=Homo sapiens OX=9606 GN=DCTPP1 PE=1 SV=1	1	2	2	2	11.2	11.2	11.2	18.681	170	170	0.0	11.284	826180	2	1132	936;5023	True;True	950;5124	1006;5411	1062;5797	1062;5797		
Q9H910	Q9H910	1	1	1	Hematological and neurological expressed 1-like protein	HN1L	sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1	1	1	1	1	7.4	7.4	7.4	20.063	190	190	0.0	6.7326	827680	1	1133	2095	True	2131	2240	2380	2380		
Q9H9B4	Q9H9B4	3	3	3	Sideroflexin-1	SFXN1	sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4	1	3	3	3	11.5	11.5	11.5	35.619	322	322	0.0	19.44	1230500	3	1134	3770;4028;5614	True;True;True	3852;4116;5727	4071;4349;6035	4357;4648;6463	4357;4648;6463		
Q9H9P8	Q9H9P8	3	3	3	L-2-hydroxyglutarate dehydrogenase, mitochondrial	L2HGDH	sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3	1	3	3	3	7.6	7.6	7.6	50.315	463	463	0.0	22.587	2017400	3	1135	1556;1611;3114	True;True;True	1583;1639;3168	1663;1720;3357	1763;1822;3599	1763;1822;3599		
Q9HAV4	Q9HAV4	2	2	2	Exportin-5	XPO5	sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1	1	2	2	2	2.7	2.7	2.7	136.31	1204	1204	0.0	13.114	1062700	2	1136	836;3885	True;True	847;3971	895;4196	948;4488	948;4488		
Q9HAV7	Q9HAV7	3	3	3	GrpE protein homolog 1, mitochondrial	GRPEL1	sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2	1	3	3	3	14.3	14.3	14.3	24.279	217	217	0.0	18.751	2038100	3	1137	240;784;4788	True;True;True	241;793;4887	249;834;5163	259;880;5530	259;880;5530		
Q9HB71	Q9HB71	6	6	6	Calcyclin-binding protein	CACYBP	sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2	1	6	6	6	39.9	39.9	39.9	26.21	228	228	0.0	37.123	9070600	6	1138	110;1190;2761;4335;4669;5474	True;True;True;True;True;True	110;1209;2808;4426;4762;5586	118;1280;2963;4669;5028;5890	121;1359;3187;4978;5368;6313	121;1359;3187;4978;5368;6313		
Q9HC38	Q9HC38	1	1	1	Glyoxalase domain-containing protein 4	GLOD4	sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1	1	1	1	1	3.2	3.2	3.2	34.793	313	313	0.0067058	5.8679	388670	1	1139	5377	True	5486	5787	6201	6201		
Q9HD45	Q9HD45	2	2	2	Transmembrane 9 superfamily member 3	TM9SF3	sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2	1	2	2	2	6.1	6.1	6.1	67.887	589	589	0.0	14.025	1402300	1	1140	4385;5631	True;True	4477;5744	4723;6054	5035;6482	5035;6482		
Q9HDC9	Q9HDC9	2	2	2	Adipocyte plasma membrane-associated protein	APMAP	sp|Q9HDC9|APMAP_HUMAN Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2	1	2	2	2	8.7	8.7	8.7	46.48	416	416	0.0	11.893	1331500	2	1141	4429;5227	True;True	4521;5333	4769;5627	5084;6031	5084;6031		
Q9NP72	Q9NP72	1	1	1	Ras-related protein Rab-18	RAB18	sp|Q9NP72|RAB18_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1	1	1	1	1	6.3	6.3	6.3	22.977	206	206	0.0	7.5	544380	1	1142	1743	True	1775	1863	1980	1980		
Q9NPA0	Q9NPA0	1	1	1	ER membrane protein complex subunit 7	EMC7	sp|Q9NPA0|EMC7_HUMAN ER membrane protein complex subunit 7 OS=Homo sapiens OX=9606 GN=EMC7 PE=1 SV=1	1	1	1	1	10.3	10.3	10.3	26.47	242	242	0.00095147	6.5052	728450	1	1143	4659	True	4752	5017	5357	5357		
Q9NPJ3	Q9NPJ3	1	1	1	Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed	ACOT13	sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1	1	1	1	1	7.1	7.1	7.1	14.96	140	140	0.00091241	6.2993	405000	1	1144	2704	True	2751	2900	3102	3102		
Q9NQC3	Q9NQC3	2	2	2	Reticulon-4	RTN4	sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2	1	2	2	2	2.3	2.3	2.3	129.93	1192	1192	0.0	14.61	3138100	2	1145	2052;5719	True;True	2088;5837	2194;6148	2334;6582	2334;6582		
Q9NQG5;Q96P16	Q9NQG5;Q96P16	2;1	2;1	2;1	Regulation of nuclear pre-mRNA domain-containing protein 1B;Regulation of nuclear pre-mRNA domain-containing protein 1A	RPRD1B;RPRD1A	sp|Q9NQG5|RPR1B_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1;sp|Q96P16|RPR1A_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1	2	2	2	2	9.2	9.2	9.2	36.899	326	326;312	0.0	14.996	1669300	2	1146	1098;3439	True;True	1115;3496	1177;3695	1243;3954	1243;3954		
Q9NQP4	Q9NQP4	1	1	1	Prefoldin subunit 4	PFDN4	sp|Q9NQP4|PFD4_HUMAN Prefoldin subunit 4 OS=Homo sapiens OX=9606 GN=PFDN4 PE=1 SV=1	1	1	1	1	9.0	9.0	9.0	15.314	134	134	0.0	7.9187	514890	1	1147	3810	True	3892	4114	4403	4403		
Q9NR30	Q9NR30	5	5	5	Nucleolar RNA helicase 2	DDX21	sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5	1	5	5	5	9.1	9.1	9.1	87.343	783	783	0.0	33.456	4525100	5	1148	45;370;866;2171;5509	True;True;True;True;True	45;374;877;2207;5622	48;393;925;2320;5927	49;415;979;2462;6353	49;415;979;2462;6353		
Q9NR31	Q9NR31	3	3	2	GTP-binding protein SAR1a	SAR1A	sp|Q9NR31|SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1	1	3	3	2	21.7	21.7	16.2	22.367	198	198	0.0	20.792	4488500	3	1149	1155;3501;3942	True;True;True	1173;3558;4029	1239;3762;4257	1311;4026;4552	1311;4026;4552		
Q9NR45	Q9NR45	5	5	5	Sialic acid synthase	NANS	sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2	1	5	5	5	24.5	24.5	24.5	40.307	359	359	0.0	29.987	5829700	5	1150	2091;2219;3981;5270;5522	True;True;True;True;True	2127;2255;4068;5376;5635	2236;2370;4298;5671;5941	2376;2514;4594;6076;6367	2376;2514;4594;6076;6367		
Q9NRL2	Q9NRL2	1	1	1	Bromodomain adjacent to zinc finger domain protein 1A	BAZ1A	sp|Q9NRL2|BAZ1A_HUMAN Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens OX=9606 GN=BAZ1A PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	178.7	1556	1556	0.0034217	5.9551	0	1	1151	3421	True	3477	3676	3932	3932		
