Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9NX40	Q9NX40	2	2	2	OCIA domain-containing protein 1	OCIAD1	sp|Q9NX40|OCAD1_HUMAN OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1	1	2	2	2	9.4	9.4	9.4	27.626	245	245	0	14.269	754050	2				1101	1063;4491	True;True	1081;4543	1220;5200	1937;8217	1937;8217		
Q9NX58	Q9NX58	2	2	2	Cell growth-regulating nucleolar protein	LYAR	sp|Q9NX58|LYAR_HUMAN Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=3	1	2	2	2	6.6	6.6	6.6	43.633	379	379	0	16.536	903840	2				1102	983;3827	True;True	1001;3875	1138;4400	1822;6906	1822;6906		
Q9NX62	Q9NX62	1	1	1	Inositol monophosphatase 3	IMPAD1	sp|Q9NX62|IMPA3_HUMAN Golgi-resident adenosine 3,5-bisphosphate 3-phosphatase OS=Homo sapiens OX=9606 GN=BPNT2 PE=1 SV=1	1	1	1	1	7.2	7.2	7.2	38.681	359	359	0.0010787	7.0755	560880	1				1103	1104	True	1122	1265	2004	2004		
Q9NYF8	Q9NYF8	1	1	1	Bcl-2-associated transcription factor 1	BCLAF1	sp|Q9NYF8|BCLF1_HUMAN Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2	1	1	1	1	1.7	1.7	1.7	106.12	920	920	0.00097943	6.3362	579540	2				1104	4961	True	5019	5747;5748	9189;9190	9190		
Q9NYP7	Q9NYP7	1	1	1	Elongation of very long chain fatty acids protein 5	ELOVL5	sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1	1	1	1	1	4.3	4.3	4.3	35.293	299	299	0.00097752	6.3253	274840	1				1105	3132	True	3172	3605	5691	5691		
Q9NYU2	Q9NYU2	1	1	1	UDP-glucose:glycoprotein glucosyltransferase 1	UGGT1	sp|Q9NYU2|UGGG1_HUMAN UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	1	1	1	1	1.7	1.7	1.7	177.19	1555	1555	0	14.424	1012500	2				1106	5065	True	5126	5867	9380;9381	9381		
Q9NZ01	Q9NZ01	3	3	3	Very-long-chain enoyl-CoA reductase	TECR	sp|Q9NZ01|TECR_HUMAN Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1	1	3	3	3	10.1	10.1	10.1	36.034	308	308	0	20.667	1097800	4				1107	2000;2742;2882	True;True;True	2028;2779;2922	2313;3167;3330	3709;3710;5025;5259	3709;5025;5259		
Q9NZM1;O75923	Q9NZM1	26;1	26;1	26;1	Myoferlin	MYOF	sp|Q9NZM1|MYOF_HUMAN Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1	2	26	26	26	17.8	17.8	17.8	234.71	2061	2061;2080	0	174.88	13054000	29				1108	43;258;540;576;606;713;896;1623;1726;1827;2056;2204;2243;2398;2448;2563;2668;2845;2909;3397;3805;3901;4312;4474;4560;4572	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	43;262;552;588;618;726;913;1649;1753;1854;2084;2235;2274;2431;2481;2598;2705;2885;2949;3444;3853;3951;4364;4526;4615;4627	51;307;633;672;705;821;1031;1872;1994;2107;2373;2546;2590;2768;2828;2961;3086;3287;3357;3913;4376;4483;4999;5000;5180;5291;5305	78;499;1038;1096;1141;1314;1659;2978;3159;3351;3352;3799;4077;4078;4144;4406;4494;4705;4902;5194;5294;5295;6140;6873;7034;7914;7915;7916;8191;8367;8368;8388	78;499;1038;1096;1141;1314;1659;2978;3159;3352;3799;4078;4144;4406;4494;4705;4902;5194;5294;6140;6873;7034;7916;8191;8368;8388		
Q9NZT2	Q9NZT2	1	1	1	Opioid growth factor receptor	OGFR	sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3	1	1	1	1	1.3	1.3	1.3	73.324	677	677	0.0010672	6.9865	234110	1				1109	1223	True	1244	1404	2232	2232		
Q9P035	Q9P035	2	2	2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	HACD3	sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2	1	2	2	2	11.9	11.9	11.9	43.159	362	362	0	12.025	945350	2				1110	1493;4472	True;True	1515;4524	1697;5178	2676;8189	2676;8189		
Q9P0L0;O95292	Q9P0L0	3;1	3;1	3;1	Vesicle-associated membrane protein-associated protein A	VAPA	sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3	2	3	3	3	25.7	25.7	25.7	27.893	249	249;243	0	22.701	3538500	5				1111	1302;1709;4927	True;True;True	1323;1736;4985	1493;1976;5708	2363;3132;3133;9098;9099	2363;3133;9098		
Q9P0V9	Q9P0V9	1	1	1	Septin-10	SEPT10	sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2	1	1	1	1	2.4	2.4	2.4	52.592	454	454	0.0011494	7.88	442610	1				1112	2729	True	2766	3152	5002	5002		
Q9P1F3	Q9P1F3	1	1	1	Costars family protein ABRACL	ABRACL	sp|Q9P1F3|ABRAL_HUMAN Costars family protein ABRACL OS=Homo sapiens OX=9606 GN=ABRACL PE=1 SV=1	1	1	1	1	19.8	19.8	19.8	9.0564	81	81	0.0011806	8.2476	1313300	1				1113	3204	True	3246	3682	5796	5796		
Q9P2J5	Q9P2J5	14	14	14	Leucine--tRNA ligase, cytoplasmic	LARS	sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2	1	14	14	14	15.3	15.3	15.3	134.46	1176	1176	0	106.49	10839000	17				1114	391;1112;1352;1567;3087;3312;3370;3606;3862;3926;4436;4492;4575;4882	True;True;True;True;True;True;True;True;True;True;True;True;True;True	398;1130;1373;1593;3127;3359;3417;3654;3910;3976;4488;4544;4630;4940	458;1273;1545;1800;3556;3817;3884;4151;4436;4515;5139;5201;5308;5660	743;744;2015;2016;2444;2445;2851;5622;5623;6007;6099;6539;6954;7086;8134;8135;8218;8392;9018	743;2015;2445;2851;5623;6007;6099;6539;6954;7086;8134;8218;8392;9018		
Q9P2P6	Q9P2P6	1	1	1	StAR-related lipid transfer protein 9	STARD9	sp|Q9P2P6|STAR9_HUMAN StAR-related lipid transfer protein 9 OS=Homo sapiens OX=9606 GN=STARD9 PE=1 SV=3	1	1	1	1	0.3	0.3	0.3	516.34	4700	4700	1	-2	637090	1	+			1115	1056	True	1074	1212	1924	1924	108;109	1333;1335
Q9UBE0	Q9UBE0	2	2	2	SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed	SAE1	sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1	1	2	2	2	11.6	11.6	11.6	38.449	346	346	0	12.021	1603300	2				1116	691;1226	True;True	704;1247	797;1407	1275;2235	1275;2235		
Q9UBQ7	Q9UBQ7	1	1	1	Glyoxylate reductase/hydroxypyruvate reductase	GRHPR	sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1	1	1	1	1	3	3	3	35.668	328	328	0.00097087	6.2658	154090	1				1117	1071	True	1089	1228	1949	1949		
Q9UBS4	Q9UBS4	1	1	1	DnaJ homolog subfamily B member 11	DNAJB11	sp|Q9UBS4|DJB11_HUMAN DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1	1	1	1	1	3.1	3.1	3.1	40.513	358	358	0.00096432	6.1688	157920	1				1118	4215	True	4267	4891	7744	7744		
Q9UDY2	Q9UDY2	2	2	2	Tight junction protein ZO-2	TJP2	sp|Q9UDY2|ZO2_HUMAN Tight junction protein ZO-2 OS=Homo sapiens OX=9606 GN=TJP2 PE=1 SV=2	1	2	2	2	2.4	2.4	2.4	133.96	1190	1190	0	10.948	889460	1				1119	111;279	True;True	112;284	128;332	197;546	197;546		
Q9UDY4;P25685	Q9UDY4;P25685	2;1	2;1	2;1	DnaJ homolog subfamily B member 4;DnaJ homolog subfamily B member 1	DNAJB4;DNAJB1	sp|Q9UDY4|DNJB4_HUMAN DnaJ homolog subfamily B member 4 OS=Homo sapiens OX=9606 GN=DNAJB4 PE=1 SV=1;sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4	2	2	2	2	8.9	8.9	8.9	37.806	337	337;340	0	15.167	626270	2				1120	880;4732	True;True	897;4789	1012;5487	1632;8708	1632;8708		
Q9UGI8	Q9UGI8	1	1	1	Testin	TES	sp|Q9UGI8|TES_HUMAN Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	47.996	421	421	0.001005	6.5012	350520	2				1121	435	True	444	509	830;831	830		
Q9UGT4	Q9UGT4	1	1	1	Sushi domain-containing protein 2	SUSD2	sp|Q9UGT4|SUSD2_HUMAN Sushi domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUSD2 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	90.207	822	822	0.0011751	8.14	432680	1				1122	1521	True	1544	1728	2719	2719		
Q9UHB6	Q9UHB6	2	2	2	LIM domain and actin-binding protein 1	LIMA1	sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1	1	2	2	2	4.6	4.6	4.6	85.225	759	759	0	16.042	619170	2				1123	3936;3987	True;True	3986;4038	4526;4585	7101;7209	7101;7209		
Q9UHD1	Q9UHD1	1	1	1	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2	1	1	1	1	7.8	7.8	7.8	37.489	332	332	0.00098039	6.3369	1660800	2				1124	4377	True	4429	5074	8039;8040	8039		
Q9UHD8	Q9UHD8	3	3	3	Septin-9	SEPT9	sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2	1	3	3	3	8.4	8.4	8.4	65.401	586	586	0	19.061	952310	3				1125	2994;4703;5024	True;True;True	3034;4760;5083	3450;5454;5818	5444;8615;9295	5444;8615;9295		
Q9UHV9	Q9UHV9	3	3	3	Prefoldin subunit 2	PFDN2	sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1	1	3	3	3	26	26	26	16.648	154	154	0	22.559	876950	3				1126	11;2128;3248	True;True;True	11;2157;3293	13;2456;3735	17;3933;5873	17;3933;5873		
Q9UHX1	Q9UHX1	2	2	2	Poly(U)-binding-splicing factor PUF60	PUF60	sp|Q9UHX1|PUF60_HUMAN Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1	1	2	2	2	4.7	4.7	4.7	59.875	559	559	0	15.18	663430	6				1127	4767;4824	True;True	4824;4881	5526;5593	8771;8772;8773;8774;8775;8915	8773;8915		
Q9UHY7	Q9UHY7	1	1	1	Enolase-phosphatase E1	ENOPH1	sp|Q9UHY7|ENOPH_HUMAN Enolase-phosphatase E1 OS=Homo sapiens OX=9606 GN=ENOPH1 PE=1 SV=1	1	1	1	1	8.4	8.4	8.4	28.932	261	261	0.0046555	5.7964	232830	1				1128	2745	True	2782	3170	5028	5028		
Q9UI30	Q9UI30	2	2	2	Multifunctional methyltransferase subunit TRM112-like protein	TRMT112	sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1	1	2	2	2	22.4	22.4	22.4	14.199	125	125	0	19.115	999280	2				1129	1725;4487	True;True	1752;4539	1993;5196	3158;8213	3158;8213		
Q9UJS0	Q9UJS0	1	1	1	Calcium-binding mitochondrial carrier protein Aralar2	SLC25A13	sp|Q9UJS0|CMC2_HUMAN Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	74.175	675	675	0.0010183	6.6153	183350	1				1130	3572	True	3620	4112	6482	6482		
Q9UJU6	Q9UJU6	3	3	3	Drebrin-like protein	DBNL	sp|Q9UJU6|DBNL_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1	1	3	3	3	11.4	11.4	11.4	48.207	430	430	0	35.274	877960	3				1131	1845;3981;4363	True;True;True	1872;4032;4415	2130;4576;5059	3389;7197;8016	3389;7197;8016		
Q9UJZ1	Q9UJZ1	6	6	6	Stomatin-like protein 2, mitochondrial	STOML2	sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1	1	6	6	6	25.6	25.6	25.6	38.534	356	356	0	59.636	7735500	10				1132	104;288;754;1054;2179;3484	True;True;True;True;True;True	105;293;769;1072;2209;3532	119;342;869;1210;2518;4017;4018	182;560;561;1386;1387;1922;4032;6333;6334;6335;6336	182;561;1386;1922;4032;6334		
Q9UK76	Q9UK76	4	4	4	Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed	HN1	sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3	1	4	4	4	61	61	61	16.014	154	154	0	36.751	3358400	7				1133	832;1508;3099;4645	True;True;True;True	848;1530;3139;4701	962;1712;3569;5384	1557;1558;1559;2697;5641;5642;8501	1558;2697;5641;8501		
Q9UKK9	Q9UKK9	4	4	4	ADP-sugar pyrophosphatase	NUDT5	sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1	1	4	4	4	24.2	24.2	24.2	24.327	219	219	0	31.585	5865400	7				1134	1041;3534;3745;4224	True;True;True;True	1059;3582;3793;4276	1196;4069;4306;4901;4902	1903;6413;6769;6770;7755;7756;7757	1903;6413;6770;7756		
Q9UL46	Q9UL46	2	2	2	Proteasome activator complex subunit 2	PSME2	sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4	1	2	2	2	12.6	12.6	12.6	27.401	239	239	0	15.693	776750	3				1135	132;2062	True;True	134;2090	157;2379	252;253;3805	253;3805		
Q9ULC4	Q9ULC4	1	1	1	Malignant T-cell-amplified sequence 1	MCTS1	sp|Q9ULC4|MCTS1_HUMAN Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1 PE=1 SV=1	1	1	1	1	9.4	9.4	9.4	20.555	181	181	0.0012255	9.0075	154290	2				1136	3078	True	3118	3546	5604;5605	5604		
Q9ULT8	Q9ULT8	3	3	3	E3 ubiquitin-protein ligase HECTD1	HECTD1	sp|Q9ULT8|HECD1_HUMAN E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=4	1	3	3	3	1.3	1.3	1.3	289.37	2610	2610	0	17.835	500940	2				1137	2207;2666;3543	True;True;True	2238;2703;3591	2549;3084;4080	4081;4899;6428	4081;4899;6428		
Q9ULV4	Q9ULV4	5	5	5	Coronin-1C	CORO1C	sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1	1	5	5	5	23.6	23.6	23.6	53.248	474	474	0	38.549	9013700	10				1138	163;2445;3414;4763;4959	True;True;True;True;True	166;2478;3461;3462;4820;5017	193;2825;3937;3938;3939;5522;5745	309;310;311;4490;4491;6212;6213;6214;6215;8766;9186	309;4491;6213;8766;9186	110	253
Q9UMS4	Q9UMS4	1	1	1	Pre-mRNA-processing factor 19	PRPF19	sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1	1	1	1	1	3.4	3.4	3.4	55.18	504	504	0.0087489	5.5136	1182500	1				1139	235	True	239	280	450	450		
Q9UMX0;Q9NRR5	Q9UMX0	3;1	3;1	3;1	Ubiquilin-1	UBQLN1	sp|Q9UMX0|UBQL1_HUMAN Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2	2	3	3	3	8.5	8.5	8.5	62.518	589	589;601	0	19.235	2300400	5				1140	240;698;3882	True;True;True	244;711;3932	286;805;4461;4462	459;1289;6994;6995;6996	459;1289;6996		
Q9UMY4	Q9UMY4	1	1	1	Sorting nexin-12	SNX12	sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4	1	1	1	1	20.4	20.4	20.4	18.884	162	162	0.0073529	5.7004	539430	1				1141	2847	True	2887	3289	5196	5196		
Q9UN86	Q9UN86	2	1	1	Ras GTPase-activating protein-binding protein 2	G3BP2	sp|Q9UN86|G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2	1	2	1	1	6	3.5	3.5	54.12	482	482	0	11.617	1191600	3				1142	2874;4662	True;False	2914;4718	3321;3322;5404	5247;5248;5249;8530	5248;8530		
Q9UNH7;Q86XE0	Q9UNH7;Q86XE0	2;1	2;1	2;1	Sorting nexin-6;Sorting nexin-6, N-terminally processed;Sorting nexin-32	SNX6;SNX32	sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;sp|Q86XE0|SNX32_HUMAN Sorting nexin-32 OS=Homo sapiens OX=9606 GN=SNX32 PE=1 SV=1	2	2	2	2	5.7	5.7	5.7	46.648	406	406;403	0	13.521	891770	2				1143	3399;3609	True;True	3446;3657	3915;4154	6142;6542	6142;6542		
Q9UNM6	Q9UNM6	4	4	4	26S proteasome non-ATPase regulatory subunit 13	PSMD13	sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	1	4	4	4	14.4	14.4	14.4	42.945	376	376	0	32.857	2227100	7				1144	2324;3070;3740;5137	True;True;True;True	2357;3110;3788;5198	2680;3538;4301;5953	4285;4286;5592;5593;6762;6763;9516	4285;5593;6762;9516		
Q9UNP9	Q9UNP9	1	1	1	Peptidyl-prolyl cis-trans isomerase E	PPIE	sp|Q9UNP9|PPIE_HUMAN Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1	1	1	1	1	8.3	8.3	8.3	33.43	301	301	0.0010753	7.0473	358310	1				1145	4613	True	4668	5347	8448	8448		
Q9UQ80	Q9UQ80	13	13	13	Proliferation-associated protein 2G4	PA2G4	sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3	1	13	13	13	45.9	45.9	45.9	43.786	394	394	0	99.172	7087600	25				1146	20;85;112;1388;1477;1598;1877;2322;3022;3814;3840;3944;4097	True;True;True;True;True;True;True;True;True;True;True;True;True	20;86;113;1409;1499;1624;1904;2355;3062;3862;3888;3994;4149	24;96;97;98;129;1584;1681;1836;2164;2678;3484;4387;4413;4535;4717	34;148;149;150;151;152;153;154;198;199;2506;2651;2652;2904;2905;3448;4283;5510;6890;6924;6925;7115;7116;7425;7426	34;148;199;2506;2652;2904;3448;4283;5510;6890;6924;7115;7425		
Q9Y224	Q9Y224	3	3	3	UPF0568 protein C14orf166	C14orf166	sp|Q9Y224|RTRAF_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1	1	3	3	3	18.9	18.9	18.9	28.068	244	244	0	20.398	1725700	2				1147	1917;2223;3325	True;True;True	1944;2254;3372	2212;2567;3831	3522;4113;6026	3522;4113;6026		
Q9Y230	Q9Y230	7	7	7	RuvB-like 2	RUVBL2	sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3	1	7	7	7	17.9	17.9	17.9	51.156	463	463	0	46.382	2531200	7				1148	18;389;1131;1408;2765;4293;4821	True;True;True;True;True;True;True	18;396;1150;1430;2802;4345;4878	22;456;1296;1605;3193;4979;5590	31;32;741;2053;2535;5057;7885;8909;8910	31;741;2053;2535;5057;7885;8910		
Q9Y262	Q9Y262	2	2	2	Eukaryotic translation initiation factor 3 subunit L	EIF3L	sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1	1	2	2	2	5.3	5.3	5.3	66.726	564	564	0	17.426	1580600	3				1149	1494;4814	True;True	1516;4871	1698;5582	2677;8894;8895	2677;8894		
Q9Y265	Q9Y265	8	8	8	RuvB-like 1	RUVBL1	sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1	1	8	8	8	27.9	27.9	27.9	50.227	456	456	0	63.257	3710900	13				1150	209;390;790;904;921;4199;4705;5100	True;True;True;True;True;True;True;True	213;397;806;921;938;4251;4762;5161	247;248;457;910;1043;1044;1063;4872;5456;5906	391;392;393;742;1447;1448;1678;1679;1680;1681;1709;7710;8617;9439	393;742;1448;1681;1709;7710;8617;9439		
Q9Y266	Q9Y266	2	2	2	Nuclear migration protein nudC	NUDC	sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1	1	2	2	2	7.3	7.3	7.3	38.242	331	331	0	14.329	596080	3				1151	1297;4460	True;True	1318;4512	1487;5165	2353;2354;8167	2353;8167		
Q9Y281	Q9Y281	3	1	1	Cofilin-2	CFL2	sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1	1	3	1	1	28.9	12	12	18.736	166	166	0	12.053	749900	1				1152	2394;3640;4919	False;True;False	2427;3688;4977	2761;2762;4189;5700	4394;4395;4396;4397;4398;6595;9084;9085;9086	4394;6595;9085		
Q9Y285	Q9Y285	1	1	1	Phenylalanine--tRNA ligase alpha subunit	FARSA	sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3	1	1	1	1	2.2	2.2	2.2	57.563	508	508	0.00097656	6.3101	90898	1				1153	4773	True	4830	5534	8790	8790		
Q9Y295	Q9Y295	2	2	2	Developmentally-regulated GTP-binding protein 1	DRG1	sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1	1	2	2	2	7.1	7.1	7.1	40.542	367	367	0	10.963	359610	0				1154	2051;2127	True;True	2079;2156	2368;2455	3791;3932	3791;3932		
Q9Y2B0	Q9Y2B0	2	2	2	Protein canopy homolog 2	CNPY2	sp|Q9Y2B0|CNPY2_HUMAN Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1	1	2	2	2	14.3	14.3	14.3	20.652	182	182	0	12.504	289040	2				1155	2053;2235	True;True	2081;2266	2370;2582	3794;4132	3794;4132		
Q9Y2D5	Q9Y2D5	1	1	1	A-kinase anchor protein 2	AKAP2	sp|Q9Y2D5|AKAP2_HUMAN A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3	1	1	1	1	1.4	1.4	1.4	94.659	859	859	0.0046339	5.7472	133330	0				1156	3060	True	3100	3528	5577	5577		
Q9Y2R4	Q9Y2R4	1	1	1	Probable ATP-dependent RNA helicase DDX52	DDX52	sp|Q9Y2R4|DDX52_HUMAN Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=4	1	1	1	1	3.3	3.3	3.3	67.465	599	599	0.0010215	6.6381	288020	1				1157	1809	True	1836	2083	3299	3299		
Q9Y2V2	Q9Y2V2	1	1	1	Calcium-regulated heat stable protein 1	CARHSP1	sp|Q9Y2V2|CHSP1_HUMAN Calcium-regulated heat-stable protein 1 OS=Homo sapiens OX=9606 GN=CARHSP1 PE=1 SV=2	1	1	1	1	10.9	10.9	10.9	15.892	147	147	0.00098814	6.3879	1051600	2				1158	2892	True	2932	3340	5271;5272	5271		
Q9Y2W1	Q9Y2W1	1	1	1	Thyroid hormone receptor-associated protein 3	THRAP3	sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2	1	1	1	1	1.9	1.9	1.9	108.66	955	955	0.0088652	5.5511	232750	1				1159	3980	True	4031	4575	7196	7196		
Q9Y383	Q9Y383	3	3	3	Putative RNA-binding protein Luc7-like 2	LUC7L2	sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2	1	3	3	3	8.9	8.9	8.9	46.513	392	392	0	18.048	425420	4				1160	263;2654;4480	True;True;True	268;2690;4532	315;3070;5187	516;4878;4879;8201;8202	516;4879;8201		
Q9Y3B4	Q9Y3B4	1	1	1	Splicing factor 3B subunit 6	SF3B6	sp|Q9Y3B4|SF3B6_HUMAN Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	1	1	1	1	11.2	11.2	11.2	14.585	125	125	0	11.36	568270	1				1161	1761	True	1788	2030	3209	3209		
Q9Y3D6	Q9Y3D6	2	2	2	Mitochondrial fission 1 protein	FIS1	sp|Q9Y3D6|FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens OX=9606 GN=FIS1 PE=1 SV=2	1	2	2	2	17.8	17.8	17.8	16.937	152	152	0	16.43	715610	3				1162	1632;3122	True;True	1658;3162	1884;3595	2994;2995;5678	2995;5678		
Q9Y3D9	Q9Y3D9	1	1	1	28S ribosomal protein S23, mitochondrial	MRPS23	sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2	1	1	1	1	8.4	8.4	8.4	21.77	190	190	0.0011628	7.9684	276700	1				1163	941	True	959	1090	1752	1752		
