Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1,Reporter intensity 2,Reporter intensity 3,Reporter intensity 4,Reporter intensity 5,Reporter intensity 6,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
Q9EPJ3,"28S ribosomal protein S26, mitochondrial (MRP-S26) (S26mt) (Protein 5'OT-EST)",Mrps26,6,30.5,23.349,200,0.0,16.296,201600.0,187680.0,201180.0,190110.0,209750.0,247250.0,306850000.0,4787,1658;3097;9883;19418;29288;37574,8647;16289;16290;52333;52334;102061;102062;102063;102064;102065;102066;102067;151172;151173;190986,9139
Q9EPX0,Heat shock protein beta-8 (HspB8) (Alpha-crystallin C chain) (Small stress protein-like protein HSP22),Hspb8 Cryac Hsp22,3,14.8,21.592,196,0.0002474,4.7471,37948.0,39068.0,46438.0,34879.0,46528.0,50305.0,75632000.0,4788,5940;30867;33240,31155;31156;159675;170693,32912
Q9EQ25,Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3),Slc38a4 Ata3 Snat4,5,12.2,60.612,547,0.0,13.432,296190.0,334910.0,533750.0,260810.0,335350.0,922000.0,4655400000.0,4789,9572;14790;28781;37348;45109,50617;50618;50619;50620;50621;50622;77321;77322;77323;77324;77325;77326;148263;148264;189710;189711;231409;231410,53506
Q9EQ76,Flavin-containing monooxygenase 3 (EC 1.14.13.148) (EC 1.14.13.32) (EC 1.14.13.8) (Dimethylaniline monooxygenase [N-oxide-forming] 3) (Dimethylaniline oxidase 3) (Hepatic flavin-containing monooxygenase 3) (FMO 3) (Trimethylamine monooxygenase),Fmo3,26,55.2,59.96,531,0.0,225.79,4207600.0,4030200.0,3990900.0,4002400.0,3470600.0,4199600.0,24528000000.0,4790,3423;4741;7394;8105;11026;11321;13599;14175;17314;18126;20321;22160;23732;27078;29578;30698;30729;34753;34812;35505;40750;42580;44003;44144;44257;45368,17979;17980;17981;17982;17983;24661;24662;24663;24664;24665;24666;24667;24668;39159;39160;39161;42760;42761;42762;58034;59608;59609;59610;59611;59612;59613;59614;59615;71416;71417;71418;74141;74142;74143;74144;74145;74146;74147;74148;74149;74150;90558;90559;90560;90561;90562;90563;90564;90565;90566;90567;90568;95197;107004;107005;107006;107007;107008;107009;107010;107011;116405;116406;116407;116408;123175;123176;123177;139726;139727;139728;139729;139730;139731;139732;139733;139734;139735;139736;139737;139738;139739;139740;153125;158657;158658;158659;158660;158661;158662;158663;158664;158811;158812;158813;158814;158815;158816;158817;158818;158819;158820;158821;177078;177079;177080;177081;177082;177083;177084;177085;177086;177087;177088;177089;177090;177091;177374;177375;177376;177377;177378;177379;177380;177381;180786;180787;208127;208128;208129;208130;208131;208132;208133;208134;208135;218287;218288;218289;218290;218291;225673;225674;225675;225676;225677;225678;225679;225680;226317;226318;226319;226320;226830;226831;226832;226833;226834;226835;226836;232698;232699;232700;232701;232702,18978
Q9EQP5,Prolargin (Proline-arginine-rich end leucine-rich repeat protein),Prelp,11,34.0,43.179,377,0.0,47.549,699170.0,623760.0,675670.0,655400.0,707800.0,708510.0,1397200000.0,4791,820;8689;19569;20013;21261;24576;24628;26330;26807;27403;30977,4200;4201;4202;4203;45985;45986;45987;102904;102905;102906;102907;102908;102909;105227;105228;105229;112134;112135;112136;112137;112138;112139;127395;127396;127397;127398;127597;127598;127599;127600;127601;136030;138431;138432;138433;141234;141235;160159;160160,4457
Q9EQS0,Transaldolase (EC 2.2.1.2),Taldo1,19,47.2,37.46,337,0.0,81.938,3535300.0,3652300.0,3798400.0,3302300.0,3252500.0,4357700.0,21312000000.0,4793,387;2091;12705;20368;20369;22193;22733;23826;24980;25126;26103;27472;27653;28905;28950;37538;38822;43352;44387,1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;10894;10895;10896;10897;10898;10899;10900;10901;10902;10903;10904;10905;10906;10907;10908;10909;66819;66820;66821;107251;107252;107253;107254;107255;107256;107257;116529;116530;116531;116532;119054;119055;123635;123636;123637;123638;129316;130093;130094;130095;130096;130097;130098;130099;130100;130101;130102;130103;130104;130105;130106;134946;134947;134948;134949;134950;134951;134952;141542;141543;141544;142349;142350;142351;142352;142353;142354;142355;142356;142357;142358;142359;142360;142361;142362;142363;148849;148850;148851;148852;148853;148854;148855;148856;148857;148858;148859;148860;148861;148862;148863;148864;148865;149111;190772;190773;190774;190775;190776;190777;190778;190779;190780;190781;197964;197965;197966;197967;222170;222171;222172;222173;222174;222175;222176;227422;227423;227424;227425;227426,2040
Q9EQS5,Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase),Sc5d C5d,3,8.7,35.146,299,0.00026645,6.4746,124210.0,73100.0,58118.0,95903.0,84430.0,67825.0,321960000.0,4794,11736;16782;18653,61369;61370;61371;61372;61373;87943;87944;87945;97938,64890
Q9EQT5,Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5),Tinagl1 Gis5 Lcn7 Tinagl,4,10.5,52.82,467,0.0,9.1843,33356.0,28922.0,34076.0,30292.0,28357.0,36449.0,52420000.0,4795,10375;17035;21391;24147,54851;89206;112863;125207;125208;125209,58009
Q9EQV6,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),Tpp1 Cln2,5,14.6,61.332,563,0.0,65.329,199930.0,193650.0,243170.0,171570.0,182680.0,259870.0,375460000.0,4796,14152;16525;26253;42808;45609,74067;74068;74069;74070;74071;86452;86453;86454;86455;86456;86457;135718;219622;219623;233919;233920,78441
Q9EQV9,Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase R) (CPR) (Carboxypeptidase U) (CPU) (Thrombin-activable fibrinolysis inhibitor) (TAFI),Cpb2,4,5.2,48.826,422,0.0002584,5.7211,119420.0,121230.0,132450.0,103940.0,115970.0,152880.0,116370000.0,4797,3825;13509;19152;45788,20019;71014;100577;100578;100579;234879,21119
Q9EQX9,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N),Ube2n,8,53.3,17.124,152,0.0,35.679,1335400.0,1326000.0,1576500.0,1245800.0,1357700.0,1707500.0,9745000000.0,4798,6365;19189;21775;24597;25880;36325;44527;45070,33692;33693;100740;100741;100742;100743;100744;100745;100746;100747;114701;114702;114703;114704;114705;114706;114707;114708;127467;127468;127469;127470;127471;127472;127473;127474;127475;127476;127477;127478;127479;127480;127481;127482;127483;127484;127485;127486;127487;133819;133820;133821;133822;133823;133824;133825;133826;133827;133828;133829;133830;133831;133832;184805;184806;184807;184808;184809;228102;228103;228104;231186;231187;231188;231189;231190;231191;231192;231193,35609
Q9ER24,Ataxin-10 (Neuronal beta-catenin-like protein) (Spinocerebellar ataxia type 10 protein homolog),Atxn10 Sca10,12,27.8,53.726,475,0.0,49.804,339570.0,340060.0,347740.0,309190.0,378260.0,417900.0,514700000.0,4800,2581;5308;7532;8454;18614;21570;27493;27960;28840;37170;41290;43512,13382;13383;27505;39790;44770;97748;113743;113744;113745;141630;141631;141632;141633;143835;148587;148588;188826;188827;188828;188829;211019;211020;211021;222962,14116
Q9ER34,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",Aco2,41,59.9,85.432,780,0.0,323.31,6828200.0,7157700.0,7238000.0,6448300.0,7135400.0,8443200.0,52040000000.0,4801,707;1611;2024;4858;5521;5932;6154;6470;7812;9781;9797;13600;13917;15861;18636;19945;21696;23088;24400;26663;27148;27149;27150;27845;27860;29648;29714;31218;32070;32541;34826;36649;40568;40653;40654;40759;41072;41635;44199;44622;45246,3561;3562;3563;3564;3565;3566;3567;3568;3569;3570;3571;3572;3573;3574;3575;3576;8341;8342;8343;10618;25134;28548;28549;28550;28551;28552;31125;31126;31127;31128;31129;32477;32478;32479;32480;32481;32482;32483;32484;32485;32486;32487;32488;32489;32490;34260;34261;34262;34263;34264;34265;34266;34267;34268;34269;34270;34271;34272;34273;34274;34275;34276;41258;41259;41260;41261;41262;41263;41264;41265;41266;41267;41268;51856;51857;51858;51859;51860;51861;51862;51949;51950;51951;51952;51953;51954;51955;51956;51957;51958;51959;51960;71419;71420;71421;71422;71423;72963;72964;72965;72966;72967;72968;72969;72970;72971;72972;72973;72974;72975;72976;72977;72978;82979;82980;82981;82982;82983;97864;97865;97866;97867;104857;114373;114374;114375;114376;114377;114378;114379;114380;114381;114382;114383;120553;126469;126470;126471;126472;126473;126474;126475;137758;137759;137760;137761;137762;140069;140070;140071;140072;140073;140074;140075;140076;140077;140078;140079;140080;140081;140082;140083;140084;140085;140086;140087;140088;140089;140090;143271;143272;143273;143274;143275;143322;143323;143324;153529;153530;153531;153532;153533;153534;153535;153536;153537;153538;153539;153540;153857;153858;153859;153860;153861;153862;153863;153864;153865;153866;161413;161414;161415;165504;165505;165506;165507;165508;165509;167705;167706;167707;167708;167709;167710;167711;167712;167713;167714;167715;167716;177430;177431;177432;177433;177434;177435;177436;177437;177438;177439;177440;177441;177442;177443;186251;186252;186253;186254;186255;186256;186257;186258;186259;207095;207096;207097;207569;207570;207571;207572;207573;207574;207575;207576;207577;207578;207579;207580;207581;207582;207583;207584;207585;207586;207587;207588;207589;207590;207591;207592;207593;207594;207595;207596;207597;207598;207599;207600;207601;207602;207603;207604;208166;208167;208168;208169;208170;208171;208172;208173;209865;209866;209867;209868;209869;209870;209871;209872;209873;213037;213038;213039;213040;213041;213042;213043;226574;226575;226576;226577;226578;226579;226580;226581;226582;228580;228581;228582;228583;228584;232034,3801
Q9ERE4,Golgi phosphoprotein 3 (Coat protein GPP34) (Trans-Golgi protein GMx33),Golph3 Gmx33 Gpp34,7,16.8,33.779,298,0.0,19.179,267300.0,259420.0,301020.0,244550.0,287180.0,339150.0,569270000.0,4802,9794;17668;27880;32943;34796;43034;44606,51939;51940;92530;92531;143407;143408;169536;169537;169538;169539;169540;169541;169542;169543;177303;177304;177305;177306;177307;177308;177309;177310;177311;177312;220711;220712;228496;228497;228498;228499;228500,54916
Q9ERE6,Myosin phosphatase Rho-interacting protein (Rho-interacting protein 3) (RIP3) (p116Rip),Mprip Mrip Rhoip3,11,12.2,117.11,1029,0.0,53.277,128340.0,123540.0,121420.0,116560.0,127280.0,144410.0,294790000.0,4803,3537;11172;11630;11675;13069;13227;31508;33819;36487;37176;39603,18566;18567;58827;58828;58829;58830;60936;61099;61100;61101;61102;68787;68788;68789;69598;162909;173226;185533;188839;188840;201734;201735,19592
Q9ERH3,WD repeat-containing protein 7 (TGF-beta resistance-associated protein TRAG),Wdr7 Trag,3,2.9,163.19,1488,0.00027226,7.2001,5221.2,4473.5,5836.0,5122.1,5102.4,6119.8,6323600.0,4804,7478;27272;43417,39515;140581;222509,41769
Q9ERL1,"Cytochrome b-245, beta polypeptide (Cytochrome b-245, beta polypeptide, isoform CRA_a) (NADPH oxidase beta subunit gp91phox)",Cybb rCG_42239,5,9.6,65.371,570,0.0,14.783,112850.0,115430.0,139740.0,107830.0,122710.0,154270.0,341670000.0,4805,9867;17611;21572;33413;44777,52271;52272;52273;92264;113764;113765;113766;171352;171353;229481;229482,55264
Q9ERM3,Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase),Dgat1 Dgat,2,5.6,56.87,498,0.0,16.067,77205.0,77083.0,73463.0,74712.0,78308.0,87871.0,202340000.0,4806,27016;33570,139416;139417;139418;139419;139420;139421;139422;172025;172026;172027,147817
Q9ERR2,COMM domain-containing protein 5 (Hypertension-related calcium-regulated gene protein) (HCaRG),Commd5,3,17.4,24.453,224,0.0,13.753,18729.0,15042.0,17070.0,15628.0,16469.0,20582.0,67887000.0,4807,8590;36171;41051,45473;45474;45475;184117;209752,48081
Q9ES21,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),Sacm1l Sac1,22,42.8,67.038,587,0.0,96.8,1966900.0,1951700.0,2024000.0,1825900.0,1858500.0,2193000.0,6700599999.999999,4808,437;3608;10840;14523;15941;17106;24516;25417;27565;29652;30702;32236;33793;36160;39584;40656;41562;43354;43921;45053;45309;45413,2088;2089;2090;18942;18943;18944;18945;18946;18947;18948;18949;18950;57095;57096;75969;75970;75971;75972;83363;83364;83365;83366;89527;89528;89529;89530;127073;131510;131511;131512;131513;131514;141956;141957;141958;141959;141960;153549;153550;153551;158684;158685;158686;158687;166220;166221;173113;173114;173115;173116;184054;184055;201657;201658;201659;201660;201661;201662;201663;201664;201665;207623;207624;207625;207626;212599;212600;212601;212602;222178;222179;222180;222181;222182;222183;225295;225296;231077;232343;232344;232345;232346;232929;232930;232931;232932;232933,2231
Q9ES38,Long-chain fatty acid transport protein 5 (FATP-5) (Fatty acid transport protein 5) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Bile acyl-CoA synthetase) (BACS) (EC 6.2.1.7) (Cholate--CoA ligase) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR) (EC 6.2.1.-),Slc27a5 Acsb Fatp5 Vlacsr,36,60.4,76.265,690,0.0,323.31,6185000.0,6829200.0,6697700.0,5695900.0,7716300.0,7392100.0,49567000000.0,4809,601;855;4531;7729;8569;8570;9547;12793;13370;14853;16605;18639;18640;20993;22829;25770;25879;26090;29184;29185;30995;31583;31629;31692;32513;32514;33649;35764;36115;36424;37489;41650;42002;44355;45447;45448,2952;2953;2954;2955;2956;2957;2958;2959;2960;2961;2962;4330;4331;4332;4333;4334;4335;4336;4337;4338;4339;4340;4341;4342;4343;4344;23697;23698;23699;23700;23701;23702;23703;40799;40800;40801;40802;40803;40804;45345;45346;45347;45348;45349;45350;45351;45352;45353;45354;45355;45356;45357;50480;50481;50482;50483;50484;50485;50486;50487;50488;50489;50490;50491;50492;50493;50494;67308;70360;70361;70362;70363;70364;70365;70366;70367;70368;77714;77715;77716;77717;77718;77719;77720;77721;77722;86931;86932;86933;97873;97874;97875;97876;97877;97878;97879;97880;97881;97882;97883;97884;97885;97886;97887;97888;97889;97890;110643;110644;110645;110646;110647;110648;110649;110650;119409;119410;119411;119412;133309;133310;133311;133312;133313;133314;133315;133316;133810;133811;133812;133813;133814;133815;133816;133817;133818;134903;134904;134905;134906;134907;150613;150614;150615;150616;150617;150618;150619;150620;150621;150622;150623;150624;150625;150626;150627;150628;150629;150630;150631;150632;150633;150634;150635;150636;150637;160271;160272;160273;160274;160275;160276;163287;163288;163289;163290;163291;163292;163293;163294;163295;163296;163475;163476;163477;163786;163787;167499;167500;167501;167502;167503;167504;167505;167506;167507;167508;167509;167510;167511;172474;172475;182139;182140;182141;182142;182143;182144;182145;182146;182147;182148;183789;183790;183791;183792;183793;183794;183795;183796;183797;183798;183799;183800;183801;183802;183803;183804;183805;183806;183807;183808;183809;183810;185259;185260;185261;185262;185263;185264;185265;185266;185267;185268;190496;190497;190498;190499;213160;213161;213162;215184;215185;215186;215187;215188;215189;227315;233117;233118;233119;233120;233121;233122;233123;233124;233125;233126;233127;233128;233129;233130;233131;233132;233133;233134;233135;233136;233137;233138;233139;233140,3156
Q9ES40,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (Prenylated Rab acceptor protein 2) (Protein JWa),Arl6ip5 Gtrap3-18 Jwa Pra2 Praf3,5,25.0,21.548,188,0.0,31.659,451330.0,429340.0,472330.0,429240.0,427310.0,540740.0,1058400000.0,4810,4232;12735;23263;28804;39449,22149;22150;22151;22152;22153;22154;22155;66968;66969;66970;66971;121186;121187;148457;201041;201042;201043;201044,23367
Q9ES53,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1 homolog) (UB fusion protein 1),Ufd1 Ufd1l,7,26.4,34.485,307,0.0,18.998,356080.0,359510.0,379840.0,345050.0,400180.0,435060.0,763710000.0,4811,4046;14102;14401;16061;17571;20140;23337,21213;21214;21215;21216;21217;21218;73867;73868;73869;73870;73871;75208;75209;84140;84141;92058;92059;105965;121481;121482;121483,22378
Q9ES54,Nuclear protein localization protein 4 homolog (Protein NPL4),Nploc4 Npl4,18,35.9,68.055,608,0.0,42.241,790570.0,797040.0,816340.0,746790.0,830310.0,939500.0,1358100000.0,4812,1150;1181;1211;1280;4782;4887;5394;7161;11789;13363;14402;18818;22818;29831;38447;41738;43141;43142,5852;5853;5854;6009;6010;6142;6143;6562;24856;25255;27820;27821;27822;27823;27824;27825;38147;38148;38149;61570;61571;61572;61573;61574;70337;70338;70339;75210;98736;98737;119377;119378;119379;154550;154551;154552;195736;213638;213639;213640;213641;213642;213643;213644;213645;213646;221263;221264;221265,6177
Q9ES71,Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase),Gnpat Dhapat,9,17.7,77.075,678,0.0,27.071,79324.0,71059.0,69641.0,74509.0,68923.0,76422.0,167720000.0,4813,4674;12240;16108;31331;32945;35545;35799;40841;43889,24358;64217;64218;64219;64220;84423;84424;162023;162024;162025;162026;162027;169551;169552;169553;169554;169555;181024;182253;208574;225133;225134,25734
Q9ESH6,Glutaredoxin-1 (Thioltransferase-1) (TTase-1),Glrx Glrx1 Grx,5,50.5,11.879,107,0.0,44.982,385790.0,364020.0,384530.0,367810.0,392130.0,450920.0,1691299999.9999998,4814,3098;5209;23270;39541;43934,16291;16292;26980;26981;26982;26983;26984;121216;121217;121218;121219;121220;121221;121222;121223;201455;201456;201457;201458;201459;225352,17206
Q9ESM0,Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1),Ip6k1 Ihpk1,2,4.8,49.365,433,0.0072299,2.0392,50179.0,47869.0,48517.0,47393.0,47493.0,53836.0,563090000.0,4815,6520;13737,34523;34524;72100,36472
Q9ESN0,Protein Niban 1 (Protein FAM129A) (Protein Niban),Niban1 Fam129a Niban,8,11.0,103.46,937,0.0,18.039,57863.0,65051.0,102430.0,54369.0,74300.0,125200.0,216070000.0,4816,6802;13999;14838;28231;29729;33802;37793;42557,35909;73406;73407;77602;145424;153939;153940;153941;153942;173146;173147;192112;218191;218192,37947
Q9ESS6,Basal cell adhesion molecule (B-CAM cell surface glycoprotein) (Lutheran antigen) (CD antigen CD239),Bcam Lu,3,6.9,67.511,624,0.0002572,5.6497,55811.0,52786.0,66136.0,61978.0,51784.0,70186.0,65930000.0,4817,9485;15140;24309,50136;79093;79094;79095;125983,53002
Q9EST6,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31),Anp32b Pal31,5,22.8,31.06,272,0.0,38.184,498790.0,497850.0,574770.0,454260.0,532370.0,700750.0,3126599999.9999995,4818,6213;19633;22701;23633;24607;35924;39368,32862;32863;32864;32865;103253;103254;103255;118909;118910;118911;118912;118913;118914;118915;118916;122733;127515;127516;182815;182816;182817;182818;182819;182820;182821;182822;182823;182824;182825;182826;182827;200645;200646;200647;200648;200649;200650;200651;200652;200653;200654,34722
