Gene names,Reporter intensity 3 set1,Reporter intensity 2 set1,Reporter intensity 2 ,Protein names,Reporter intensity 1 set1,Intensity,Reporter intensity 1 set2,Reporter intensity 3 set2,Reporter intensity 4 set3,Reporter intensity 1 ,Reporter intensity 4 ,Reporter intensity 2 set3,Reporter intensity 2 set2,Reporter intensity 3 set3,Best MS/MS,Reporter intensity 3 ,Sequence coverage [%],Reporter intensity 1 set3,Evidence IDs,Reporter intensity 4 set2,Q-value,Mol. weight [kDa],Peptide IDs,Protein IDs,Razor + unique peptides,Score,Reporter intensity 4 set1,Sequence length
CPPED1 CSTP1,49177.0,41579.0,47009.0,Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1),44628.0,156110000.0,31407.0,36926.0,49311.0,52317.0,50875.0,45599.0,32184.0,53835.0,4876,57384.0,46.5,46629.0,4679;10132;10133;30993;37093;37094;37095;37096;39287;39288;39289;67180;67181;67182;67183;67184;67185;67186;67187;67188;76282;76283;76284;80683;80684;80685;80686;80687;89776;89777;89778;89779;89780;91551;91552;109394;109395,30676.0,0.0,35.548,1341;2897;8873;10617;11234;19310;21937;23428;26068;26542;31482,Q9BRF8,11,70.69,44173.0,314
VPS25 DERP9 EAP20,8831.0,9232.7,0.0,Vacuolar protein-sorting-associated protein 25 (hVps25) (Dermal papilla-derived protein 9) (ELL-associated protein of 20 kDa) (ESCRT-II complex subunit VPS25),12114.0,21006000.0,3894.8,4096.1,10497.0,0.0,1304.0,11123.0,3329.2,12205.0,2687,0.0,38.6,13446.0,2587;2588;5978;5979;32163;32164;32165;32166;83247,3247.6,0.0,20.747,725;1699;9227;24146,Q9BRG1,4,14.786,9287.5,176
MRPL45,37426.0,33435.0,1959.2,"Large ribosomal subunit protein mL45 (39S ribosomal protein L45, mitochondrial) (L45mt) (MRP-L45)",36668.0,61615000.0,19078.0,19958.0,19217.0,2182.8,1971.6,19844.0,17765.0,22214.0,22422,1973.5,25.5,20938.0,21565;21566;33005;33006;33007;33008;48379;48380;52134;52135;52136;52137;52138;52139;94565;94566;94567;94568;105209,15231.0,0.0,35.351,6091;9481;13657;14701;27468;30305,Q9BRJ2,6,39.46,32387.0,306
C7orf50 FP15621,11576.0,11719.0,45238.0,Uncharacterized protein C7orf50,12381.0,50553000.0,0.0,0.0,2077.5,46213.0,40028.0,2154.4,0.0,2493.7,8238,48786.0,45.9,2060.2,7900;7901;7902;7903;19466;24287;24288;24289;35000;35001;57179;82836,0.0,0.0,22.083,2239;5492;6857;10041;16256;24034,Q9BRJ6,6,63.986,10702.0,194
NUDT16L1 SDOS TIRR,0.0,0.0,0.0,Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos),0.0,6484100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102858,0.0,12.3,0.0,98299;98300;98301;98302,0.0,0.0,23.338,25290;28394,Q9BRJ7,2,8.3827,0.0,211
SDF4 CAB45 PSEC0034,123340.0,113440.0,97505.0,45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4),141760.0,86911000.0,4198.9,6113.0,20244.0,108720.0,79584.0,25800.0,5424.1,27927.0,9785,106390.0,47.2,32248.0,9399;9400;9401;14743;14744;14745;14746;16880;35848;35849;36936;59740;59741;59742;64446;64447;78290;78291;88491;88492;88493;88494;88495;95757;108585;108586;108587;108588,4481.9,0.0,41.806,2669;4218;4219;4781;10267;10577;17049;18411;22541;25688;27753;31244,Q9BRK5,12,47.442,93034.0,362
PYM1 PYM WIBG,19256.0,15141.0,8213.2,Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog),11650.0,74621000.0,0.0,0.0,20496.0,8027.7,7312.4,23024.0,0.0,24182.0,790,9105.6,64.2,24038.0,764;765;22667;22668;34978;50094;50095;50096;50097;50098;79260;79261;84217;84218;84219;84220;91649;91650;91651;91652;91653;91654;102612;102613,0.0,0.0,22.655,240;6392;10031;14147;14148;20032;22881;24422;26569;29541,Q9BRP8,10,76.307,20049.0,204
CHCHD6 CHCM1 MIC25,12180.0,12428.0,0.0,MICOS complex subunit MIC25 (Coiled-coil-helix cristae morphology protein 1) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6),14362.0,14765000.0,5617.3,6576.0,2513.3,0.0,0.0,2346.1,6664.5,2767.4,8633,0.0,23.4,3022.7,8273;8274;8275;16855;66832;66833;83313;83314,5478.8,0.0,26.457,2358;4769;19210;24166,Q9BRQ6,4,14.031,10367.0,235
AIFM2 AMID PRG3,3491.7,3100.3,3615.0,Ferroptosis suppressor protein 1 (FSP1) (EC 1.6.5.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (AMID) (p53-responsive gene 3 protein),3162.2,5360200.0,0.0,0.0,0.0,4156.7,4687.3,0.0,0.0,0.0,75532,4656.3,15.3,0.0,72061;74532;102626,0.0,0.0,40.526,20684;21423;29551,Q9BRQ8,3,4.6934,2519.6,373
ADPGK PSEC0260,0.0,0.0,6760.9,ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35),0.0,20833000.0,1756.8,2948.6,0.0,0.0,6474.4,0.0,1730.9,0.0,7419,7451.9,22.7,0.0,7118;7119;30373;52048;52049;63803;72118;85054;85055;85056;85057,2969.4,0.0,54.088,2020;8693;14680;18226;20698;24679,Q9BRR6,6,41.292,0.0,497
LLPH C12orf31 cPERP-G,1195.0,981.17,0.0,Protein LLP homolog (Protein LAPS18-like),1047.8,6758000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19034,0.0,10.9,0.0,18304;18305;18306;18307,0.0,0.0,15.225,5204;5205,Q9BRT6,2,6.5738,1088.2,129
GINS4 SLD5,0.0,0.0,0.0,"DNA replication complex GINS protein SLD5 (GINS complex subunit 4) [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed]",0.0,2749800.0,2517.6,4845.6,0.0,0.0,0.0,0.0,3624.0,0.0,31534,0.0,12.1,0.0,30348;93243,4164.3,0.00030211,26.047,8683;27074,Q9BRT9,2,4.0122,0.0,223
PELO CGI-17,0.0,0.0,0.0,Protein pelota homolog (hPelota) (Protein Dom34 homolog),0.0,5018300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42571,0.0,6.8,0.0,40982;40983;57221;57222,0.0,0.0,43.359,11706;16267,Q9BRX2,2,7.0571,0.0,385
PRXL2A C10orf58 FAM213A PAMM PRO2290 PSEC0139 UNQ611/PRO1198,26709.0,23975.0,50715.0,Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A),22422.0,83600000.0,11788.0,11217.0,29953.0,49505.0,51696.0,28102.0,10582.0,32921.0,644,60832.0,38.9,29934.0,621;622;623;624;12382;20907;20908;20909;20910;20911;20912;20913;21477;23731;35264;35265;35266;35267;70355;80355;85120;85121;85122;85123;85124;85125;85126;101277;101278;101279;101280;101281;101282;101283,11368.0,0.0,25.764,190;3528;5885;6058;6691;10110;20200;23282;24703;29171,Q9BRX8,10,40.704,25231.0,229
ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075,12248.0,9991.4,12551.0,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),11444.0,81841000.0,0.0,0.0,11002.0,12375.0,10776.0,10685.0,0.0,13333.0,15019,12521.0,28.1,12217.0,14435;20873;20874;20875;20876;20877;21503;21504;40905;40906;40907;40908;72876;95747;95748;96375;96376;96377;96378;96379,0.0,0.0,46.971,4129;5873;6068;11684;11685;20941;27750;27892,Q9BS26,8,45.358,11515.0,406
NOL10,20106.0,16844.0,0.0,Nucleolar protein 10,16705.0,9787200.0,0.0,0.0,9593.9,0.0,0.0,9275.5,0.0,11297.0,13834,0.0,6.4,8692.7,13307;14682;63701;63702;71090;71091,0.0,0.0,80.301,3790;4196;18189;20414,Q9BSC4,4,8.1816,17678.0,688
NTPCR C1orf57,3469.0,2997.2,0.0,Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase),3467.1,10219000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39311,0.0,15.3,0.0,37819;79073;79074;79075;79076,0.0,0.0,20.713,10816;22829,Q9BSD7,2,6.8522,3162.7,190
AGMAT GDAH,65675.0,58356.0,31743.0,"Guanidino acid hydrolase, mitochondrial (EC 3.5.3.-) (Arginase, mitochondrial) (EC 3.5.3.1) (Guanidinobutyrase, mitochondrial) (EC 3.5.3.7) (Guanidinopropionase, mitochondrial) (EC 3.5.3.17)",58141.0,219520000.0,0.0,0.0,14739.0,33536.0,30677.0,15398.0,0.0,17606.0,42152,35033.0,35.2,16289.0,40572;40573;40574;40575;42929;42930;42931;50139;50140;51643;51644;51645;51646;51647;51648;51649;54581;54582;54583;54584;65315;65316;65317;65318;65319;65320;65321;65322;65323;74549;74550;80052;103932;103933,0.0,0.0,37.66,11604;12215;14164;14577;15419;18715;21428;21429;23163;29892,Q9BSE5,10,84.695,51651.0,352
TACO1 CCDC44 PRO0477,0.0,0.0,0.0,Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I),0.0,4668600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22853,0.0,12.8,0.0,21986;21987;39300,0.0,0.0,32.477,6218;11239,Q9BSH4,2,18.665,0.0,297
HDHD3 C9orf158,6335.6,6678.3,0.0,Haloacid dehalogenase-like hydrolase domain-containing protein 3,7284.7,2389300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10049,0.0,12.0,0.0,9650;43739,0.0,0.0,28.0,2731;12470,Q9BSH5,2,6.7735,6076.4,251
TUBGCP2 GCP2,1846.0,1535.4,0.0,Gamma-tubulin complex component 2 (GCP-2) (hGCP2) (Gamma-ring complex protein 103 kDa) (h103p) (hGrip103) (Spindle pole body protein Spc97 homolog) (hSpc97),1793.4,6238500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21181,0.0,2.9,0.0,20368;108903;108904;108905,0.0,0.0,102.53,5732;31340,Q9BSJ2,2,6.9199,1661.1,902
ESYT1 FAM62A KIAA0747 MBC2,16404.0,14084.0,33681.0,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),15778.0,66090000.0,7996.3,9973.3,12915.0,34771.0,33652.0,10865.0,8303.4,12984.0,6414,38729.0,17.5,10826.0,6152;7385;10106;16415;24924;24925;30272;30273;30274;30275;47523;47524;47525;55160;62894;62895;62896;62897;64081;64082;64083;67331;67547;91281;91282;97375;97376;97377,8472.4,0.0,122.85,1748;2090;2884;4631;7049;8656;13464;15606;17952;18328;19353;19412;26465;28159,Q9BSJ8,14,61.919,15129.0,1104
RTKN RTKN1,0.0,0.0,5378.7,Rhotekin,0.0,3452700.0,0.0,0.0,0.0,4331.1,4586.7,0.0,0.0,0.0,8575,4637.7,9.1,0.0,8220;66620;80428,0.0,0.0,62.667,2345;19141;23316,Q9BST9,3,13.53,0.0,563
CNPY3 CTG4A ERDA5 PRAT4A TNRC5 HSPC084 UNQ1934/PRO4409,6931.4,5449.5,0.0,Protein canopy homolog 3 (CTG repeat protein 4a) (Expanded repeat-domain protein CAG/CTG 5) (Protein associated with TLR4) (Trinucleotide repeat-containing gene 5 protein),6549.6,28165000.0,4012.5,4767.8,14533.0,0.0,0.0,11929.0,3125.4,14587.0,8738,0.0,32.4,14871.0,8375;24508;24509;34766;37742;37743;37744;54094;54095;61978;72727;72728;72729;109065,4456.6,0.0,30.748,2381;6928;9983;10784;15287;17686;20896;31379,Q9BT09,8,43.533,6753.4,278
ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870,5103.0,4772.3,79128.0,"Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase) (Mannosyltransferase-1) (MT-1) (hMat-1)",4872.4,38628000.0,2027.3,1893.5,6323.9,77147.0,82658.0,6503.4,1805.8,6525.0,21468,89080.0,13.6,6890.4,20651;20652;20653;27680;27681;27682;27683;27684;50301;50302;50303;50304;82414;103704;103705;103706,2280.8,0.0,52.518,5820;7924;14209;23916;29828,Q9BT22,5,24.903,4714.4,464
COPS4 CSN4,11126.0,10087.0,16092.0,COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4),10300.0,70997000.0,8066.5,8631.3,15758.0,19168.0,16287.0,13821.0,7022.2,16962.0,4898,19121.0,47.5,14303.0,4697;4698;4699;4700;4701;8257;8258;8259;8260;8261;8262;8263;9677;9678;9679;19720;23651;23652;39078;39079;50936;69071;69090;70854;71590;71591;71592;77572;77573;77574;77575;99485;99486,6648.7,0.0,46.268,1352;2354;2747;5561;6661;11166;14406;19825;19836;20328;20558;22321;28667,Q9BT78,13,67.563,11747.0,406
WAC KIAA1844,8777.8,9463.2,0.0,WW domain-containing adapter protein with coiled-coil,7977.0,5277400.0,2518.3,2018.4,0.0,0.0,0.0,0.0,1568.2,0.0,53324,0.0,5.3,0.0,51050;51051;108577;108578,2313.6,0.0,70.723,14424;31240,Q9BTA9,2,12.202,8394.3,647
RBM42,3144.7,3042.5,3907.9,RNA-binding protein 42 (RNA-binding motif protein 42),3524.4,9080000.0,1604.1,1603.3,2178.7,3557.8,4163.7,2805.9,1840.5,2593.7,30,3586.5,17.7,2703.2,29;46465;49868;49869;83478;83479;88391,1639.4,0.0,50.413,13;13196;14069;24215;25664,Q9BTD8,5,19.966,2776.4,480
MCMBP C10orf119,0.0,0.0,6090.4,Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein),0.0,15225000.0,23101.0,33861.0,2473.9,5674.0,7023.5,2648.4,29706.0,2987.1,49582,7976.2,7.5,2276.1,47521;47522;48075;65749;65750;65751;102639,28105.0,0.0,72.979,13463;13597;18849;18850;29556,Q9BTE3,5,13.113,0.0,642
RAMAC C15orf18 FAM103A1 RAMMET,0.0,0.0,0.0,RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM),0.0,9306700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34204,0.0,31.4,0.0,32903;32904;32905;80405,0.0,0.0,14.381,9450;23305;25938,Q9BTL3,3,7.3887,0.0,118
ANP32E,4467.7,4270.6,4374.9,Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L),4271.6,78801000.0,1418.6,1821.1,1866.9,4782.8,3469.3,1966.2,1273.1,1870.2,11085,4606.3,28.0,1919.3,10635;15470;15471;15472;15473;15474;15475;15476;15477;48350;48351;48352;48353;48354;48355;48356;48357;48358;55234;55235;55236;56450;56451;59729;84333,1205.1,0.0,30.692,3033;4407;13654;15633;16032;17043;24463,Q9BTT0,7,38.659,3998.4,268
LRRC1 LANO,0.0,0.0,0.0,Leucine-rich repeat-containing protein 1 (LANO adapter protein) (LAP and no PDZ protein),0.0,1035400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26699,0.0,7.6,0.0,25662;63492;84428,0.0,0.0,59.241,7287;18127;24489,Q9BTT6,2,5.0776,0.0,524
TMEM43 UNQ2564/PRO6244,37422.0,34554.0,12970.0,Transmembrane protein 43 (Protein LUMA),40532.0,43756000.0,5800.0,5897.5,6362.3,10464.0,14025.0,6571.6,5926.5,7802.0,737,15909.0,41.0,7407.4,714;715;30328;34548;34549;59468;59469;59470;59471;63906;63907;63908;68141;74288;74289;74290;78837;82248;88846;88847;102502;102503,5628.4,0.0,44.875,221;8676;9909;16950;18261;19584;21356;22734;23860;25788;29506,Q9BTV4,11,45.845,29800.0,400
TBCD KIAA0988 SSD1 TFCD PP1096,5182.3,4994.9,0.0,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),4521.0,8362200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60455,0.0,5.6,0.0,57606;58853;58854;60257;60258;99012,0.0,0.0,132.6,16392;16772;17226;28575,Q9BTW9,4,22.923,4261.7,1192
FUCA2 PSEC0151 UNQ227/PRO260,15978.0,14780.0,0.0,Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2),15691.0,18624000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20230,0.0,18.0,0.0,19455;19456;29887;30335;30336;105148;105149;105150;106052;106053;107330;108108,0.0,0.0,54.066,5489;8542;8678;30281;30546;30872;31106,Q9BTY2,7,24.256,12045.0,467
DHRS4 SDR25C2 UNQ851/PRO1800,20411.0,17724.0,0.0,Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase) (CR) (NADPH-dependent retinol dehydrogenase/reductase) (NRDR) (humNRDR) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (SCAD-SRL) (Short chain dehydrogenase/reductase family 25C member 2) (Protein SDR25C2) (Short-chain dehydrogenase/reductase family member 4),18841.0,7642300.0,5407.0,8652.2,3578.1,0.0,0.0,3452.7,8227.1,4371.0,61029,0.0,11.5,3288.5,58158;91571;101083;101084;101085,6966.5,0.0,29.537,16557;26552;29114,Q9BTZ2,3,6.9128,19731.0,278
LMF2 TMEM112B TMEM153,0.0,0.0,0.0,Lipase maturation factor 2 (Transmembrane protein 112B) (Transmembrane protein 153),0.0,1247100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17732,0.0,4.5,0.0,17039;86833,0.0,0.0,79.697,4833;25210,Q9BU23,2,8.3851,0.0,707
NDUFAF3 C3orf60,0.0,0.0,0.0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,0.0,4537600.0,0.0,0.0,1947.7,0.0,0.0,2146.6,0.0,2409.2,69956,0.0,18.5,2271.3,66683;103067;103068,0.0,0.0042135,20.35,19164;29675,Q9BU61,2,2.6319,0.0,184
MMTAG2 C1orf35,0.0,0.0,517.5,Multiple myeloma tumor-associated protein 2 (hMMTAG2),0.0,3050800.0,661.4,999.63,0.0,330.2,430.91,0.0,661.66,0.0,2373,584.2,9.1,0.0,2283;2284;19680,663.57,0.0,29.411,646;647;5548,Q9BU76,3,5.573,0.0,263
HNRNPUL1 E1BAP5 HNRPUL1,29762.0,30099.0,20761.0,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5),32184.0,119870000.0,25986.0,25024.0,23894.0,24456.0,18562.0,23925.0,22830.0,26530.0,2958,24124.0,27.9,25614.0,2852;2853;2854;2855;2856;3864;3865;4857;4858;19661;19662;19663;19664;19665;42354;42355;42356;43419;47297;49597;52931;57486;74232;74233;74234;74235;74236;76815;77054;77055;77056;78368;78369;79588;80385;80479;89099;89100;89101;89102;104767;104768;104769;104770,19526.0,0.0,95.737,815;1122;1388;5544;12032;12033;12369;13409;13985;14905;16356;21341;22092;22166;22572;22991;23294;23335;25852;30153,Q9BUJ2,20,67.636,26912.0,856
DDX23,55565.0,48294.0,0.0,Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD),53726.0,25773000.0,0.0,0.0,11156.0,0.0,0.0,2463.8,0.0,14209.0,3725,0.0,15.7,2364.2,3584;13578;13674;13675;20826;24184;37060;45682;45949;72794;76254,0.0,0.0,95.581,1037;3878;3908;5858;6835;10607;13004;13066;20914;21922,Q9BUQ8,10,45.061,46128.0,820
MRI1 MRDI UNQ6390/PRO21135,0.0,0.0,9444.1,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein),0.0,2912400.0,0.0,0.0,0.0,11403.0,10267.0,0.0,0.0,0.0,22641,11807.0,6.0,0.0,21780;40385,0.0,0.00029283,39.149,6158;11556,Q9BV20,2,3.3649,0.0,369
WDR18,0.0,0.0,31506.0,WD repeat-containing protein 18,0.0,21229000.0,3696.9,4635.8,12811.0,35176.0,29208.0,15304.0,4069.0,15229.0,39381,33639.0,16.9,15010.0,37887;37888;53386;53387;61168;61169;89771;96014;96015;103052;103053,3361.8,0.0,47.405,10840;15044;17438;26066;27813;29667,Q9BV38,6,19.804,0.0,432
ADI1 MTCBP1 HMFT1638,12564.0,9570.5,22887.0,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L),10365.0,45531000.0,0.0,0.0,10586.0,26232.0,22060.0,12187.0,0.0,12590.0,14607,26573.0,24.6,13943.0,14058;14190;34689;34690;34691;58666;58667;58668;58669;58670;58671;58672;58673,0.0,0.0,21.498,4017;4056;9953;16699,Q9BV57,4,12.453,10648.0,179
NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003,0.0,0.0,0.0,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]",0.0,9533200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16722,0.0,22.0,0.0,16054;16055;16056;28088;28089;93328,0.0,0.0,25.387,4547;8034;27107,Q9BV86,3,15.893,0.0,223
C2orf49,1956.0,1651.5,2392.8,Ashwin,2098.7,9583600.0,0.0,0.0,0.0,2660.0,2569.0,0.0,0.0,0.0,17882,3065.6,20.7,0.0,17185;66671;66672;66673;89526;89527,0.0,0.0,25.858,4877;19160;26005,Q9BVC5,3,24.361,1594.8,232
TMEM109,15482.0,14126.0,14247.0,Voltage-gated monoatomic cation channel TMEM109 (Mitsugumin-23) (Mg23) (Transmembrane protein 109),14673.0,13873000.0,2698.5,2436.0,0.0,15976.0,12551.0,0.0,2205.1,0.0,12626,16081.0,8.6,0.0,12131;12132;19964;19965;19966,2274.0,0.0,26.21,3447;5615,Q9BVC6,2,4.719,13036.0,243
PBDC1 CXorf26,18739.0,14680.0,0.0,Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1),16391.0,35169000.0,3746.6,4108.9,0.0,0.0,0.0,0.0,3283.3,0.0,10526,0.0,28.8,0.0,10103;45758;45759;45760;45761;45762;45763;45764;58697;58698;62296;96446;96447,3499.1,0.0,26.056,2882;13021;16712;17779;27905,Q9BVG4,5,32.903,15329.0,233
NOC4L,7950.2,7231.6,12439.0,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),6065.7,19567000.0,2214.3,11490.0,3414.8,11621.0,11759.0,3157.5,2409.1,3433.7,34691,13800.0,13.6,2747.4,33373;33374;33375;33376;60736;68760;68970;68971;68972;79846,9494.6,0.0,58.467,9578;17346;19734;19804;23085,Q9BVI4,5,29.693,7232.9,516
UTP14A SDCCAG16,0.0,0.0,0.0,U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16),0.0,8961700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22077,0.0,12.5,0.0,21239;73217;80536;94249;102332;102448,0.0,0.0,87.977,5992;21041;23363;27396;29444;29491,Q9BVJ6,6,26.397,0.0,771
TMED9 GP25L2,41328.0,34936.0,44112.0,Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25),33856.0,143500000.0,1000.8,1272.1,40530.0,48021.0,45638.0,36149.0,1245.6,41880.0,10929,52378.0,32.8,31818.0,10481;10482;10483;14198;14199;14200;66474;78243;78244;78245;78246;78247;78248;78249;78830;78831;78832;78833;79130;79577,1069.7,0.0,27.277,2984;4058;19085;22523;22731;22846;22984,Q9BVK6,7,42.849,38499.0,235
NUP58 KIAA0410 NUPL1,0.0,0.0,21234.0,Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1),0.0,16371000.0,0.0,0.0,0.0,17142.0,17728.0,0.0,0.0,0.0,5917,21736.0,7.7,0.0,5682;5683;5684;90677;92741;92742,0.0,0.0,60.896,1629;26304;26908,Q9BVL2,3,19.083,0.0,599
GNL3 E2IG3 NS,23543.0,21348.0,19602.0,Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin),23186.0,58955000.0,16264.0,16815.0,4248.1,17770.0,19535.0,4971.6,14876.0,5058.3,14078,23060.0,28.6,4995.2,13544;25630;36409;36410;36411;36412;36413;36414;47703;53370;53371;53372;53373;55260;55261;55262;55263;68263;68264;77597;77598;77599;77600;85560;85561;98680;98681;98682;98683;98684;98976,14022.0,0.0,61.992,3866;7280;10421;13505;15039;15642;19620;22327;24823;28487;28566,Q9BVP2,11,65.525,22774.0,549
TIMM21 C18orf55 TIM21 HSPC154,0.0,0.0,0.0,"Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)",0.0,3415600.0,0.0,0.0,4918.7,0.0,0.0,5285.8,0.0,6250.0,38164,0.0,9.7,5953.1,36722;83533,0.0,0.0,28.202,10506;24225,Q9BVV7,2,5.6562,0.0,248
KIFC1 HSET KNSL2,1170.4,1186.8,10447.0,Kinesin-like protein KIFC1 (Kinesin-like protein 2) (Kinesin-related protein HSET),1272.3,30540000.0,11641.0,7055.7,5313.5,17974.0,7463.1,7430.3,6759.6,6623.6,29099,10567.0,7.4,10715.0,27993;93824;93825;93826;93827;93828;101823;101824;101969,6156.2,0.0,73.747,8020;27271;29303;29348,Q9BW19,4,11.796,925.58,673
