Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized 1st,LNCaP/RWPE-1 normalized 2nd,LNCaP/RWPE-1 normalized 3rd
Q9NRL2,Bromodomain adjacent to zinc finger domain protein 1A (ATP-dependent chromatin-remodeling protein) (ATP-utilizing chromatin assembly and remodeling factor 1) (hACF1) (CHRAC subunit ACF1) (Williams syndrome transcription factor-related chromatin-remodeling factor 180) (WCRF180) (hWALp1),BAZ1A ACF1 WCRF180 HSPC317,0.56816,0.91979,0.57023
Q9NRW7,Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45),VPS45 VPS45A VPS45B,1.3433,1.3785,1.4432
Q9NRX4,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog),PHPT1 PHP14 CGI-202 HSPC141,0.96358,0.95269,1.1193
Q9NS69,Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog),TOMM22 TOM22,1.2692,1.1179,1.0669
Q9NSD9,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),FARSB FARSLB FRSB HSPC173,1.476,1.4249,1.4928
Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)",IARS2,1.5211,1.5435,1.54
Q9NT62,Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like) (hApg3) (Protein PC3-96),ATG3 APG3 APG3L,0.69035,0.73433,0.8844
Q9NTI5,Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3),PDS5B APRIN AS3 KIAA0979,1.1237,1.22,1.1058
Q9NTJ3,Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog),SMC4 CAPC SMC4L1,0.5538,0.43832,0.47961
Q9NTJ5,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),SACM1L KIAA0851 SAC1,1.5363,1.6448,1.4871
Q9NTK5,Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9),OLA1 GTPBP9 PRO2455 PTD004,0.97388,0.9686,0.98386
Q9NTZ6,RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN),RBM12 KIAA0765 HRIHFB2091,0.97233,0.83247,0.95279
Q9NUJ1,"Palmitoyl-protein thioesterase ABHD10, mitochondrial (EC 3.1.2.22) (Acyl-protein thioesterase ABHD10) (Alpha/beta hydrolase domain-containing protein 10) (Abhydrolase domain-containing protein 10) (Mycophenolic acid acyl-glucuronide esterase, mitochondrial) (EC 3.1.1.93)",ABHD10,2.7131,2.4839,2.6356
Q9NUQ9,CYFIP-related Rac1 interactor B (L1),CYRIB CYRI FAM49B BM-009,0.26895,0.34172,0.30018
Q9NVA2,Septin-11,SEPTIN11 SEPT11,1.204,1.1667,1.2596
Q9NVI7,ATPase family AAA domain-containing protein 3A,ATAD3A,1.3482,1.3097,1.2577
Q9NVJ2,ADP-ribosylation factor-like protein 8B (EC 3.6.5.2) (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1),ARL8B ARL10C GIE1,1.0146,1.0032,0.92572
Q9NVP1,ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb),DDX18 cPERP-D,0.65266,0.68245,0.7729
Q9NVR2,Integrator complex subunit 10 (Int10),INTS10 C8orf35,0.99021,0.91342,0.91362
Q9NVS9,Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase),PNPO,2.5409,2.6043,2.3646
Q9NVX2,Notchless protein homolog 1,NLE1 HUSSY-07,1.2746,1.454,1.4385
Q9NWU1,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)",OXSM,2.1854,1.898,2.4644
Q9NX02,"NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)",NLRP2 NALP2 NBS1 PAN1 PYPAF2,0.64276,0.61619,0.61043
Q9NX40,OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen),OCIAD1 ASRIJ OCIA,2.1241,1.9521,1.9633
Q9NX58,Cell growth-regulating nucleolar protein,LYAR PNAS-5,0.88885,0.82021,0.87828
Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)",BPNT2 IMPA3 IMPAD1,1.1755,1.1084,0.95006
Q9NX63,MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3),CHCHD3 MIC19 MINOS3,1.102,1.1178,0.9857
Q9NXG2,THUMP domain-containing protein 1,THUMPD1,1.6914,1.7885,1.851
Q9NY12,H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1),GAR1 NOLA1,1.1857,1.173,1.2632
Q9NY33,Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B),DPP3,1.0598,1.047,1.0493
Q9NYF8,Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1),BCLAF1 BTF KIAA0164,1.4452,1.4316,1.4593
Q9NYH9,U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein),UTP6 C17orf40 HCA66 MHAT,1.2034,1.3551,1.2324
Q9NYJ1,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8) (E2-induced gene 2 protein)",COA4 CHCHD8 E2IG2,8.2539,7.4783,8.3594
Q9NYK5,"39S ribosomal protein L39, mitochondrial (L39mt) (MRP-L39) (39S ribosomal protein L5, mitochondrial) (L5mt) (MRP-L5) (Mitochondrial large ribosomal subunit protein mL39)",MRPL39 C21orf92 MRPL5 RPML5 MSTP003 PRED22,1.351,1.3422,1.446
Q9NYL9,Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod),TMOD3,0.53056,0.52255,0.51641
Q9NYP7,Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5),ELOVL5 ELOVL2 PRO0530,1.2018,1.6026,1.6066
Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1),UGGT1 GT UGCGL1 UGGT UGT1 UGTR,1.1897,1.1843,1.0805
Q9NZ01,"Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)",TECR GPSN2 SC2,0.69414,0.65497,0.64373
Q9NZ45,CDGSH iron-sulfur domain-containing protein 1 (MitoNEET),CISD1 C10orf70 ZCD1 MDS029,1.3762,1.3872,1.2446
Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),FAM120A C9orf10 KIAA0183 OSSA,0.84836,0.90995,0.94006
Q9NZD2,Glycolipid transfer protein (GLTP),GLTP,1.5554,1.5963,1.5773
Q9NZL9,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase),MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995,0.66809,0.65957,0.72294
Q9P016,Thymocyte nuclear protein 1 (Thymocyte protein Thy28),THYN1 THY28 HSPC144 MDS012 My0054,0.85075,0.84855,0.96468
Q9P035,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (hB-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1),HACD3 BIND1 PTPLAD1,1.1596,1.2129,1.2045
Q9P0I2,ER membrane protein complex subunit 3 (Transmembrane protein 111),EMC3 TMEM111,1.3385,1.504,1.3975
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit),NDUFA13 GRIM19 CDA016 CGI-39,2.5409,2.5566,2.4452
Q9P0L0,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),VAPA VAP33,0.5706,0.3885,0.42159
Q9P1F3,Costars family protein ABRACL (ABRA C-terminal-like protein),ABRACL C6orf115 HSPC280 PRO2013,0.63136,0.65754,0.66969
Q9P258,Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa),RCC2 KIAA1470 TD60,0.45997,0.5324,0.48056
Q9P287,BRCA2 and CDKN1A-interacting protein (P21- and CDK-associated protein 1) (Protein TOK-1),BCCIP TOK1,1.0041,0.86586,0.96317
Q9P2E9,Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein),RRBP1 KIAA1398,0.78326,0.7909,0.76912
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)",LARS1 KIAA1352 LARS,0.86916,0.9261,0.91153
Q9P2R7,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)",SUCLA2,1.6345,1.6357,1.6019
Q9UBB4,Ataxin-10 (Brain protein E46 homolog) (Spinocerebellar ataxia type 10 protein),ATXN10 SCA10,1.8681,1.7108,1.6543
Q9UBC2,Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R),EPS15L1 EPS15R,0.87731,0.76818,0.87605
Q9UBE0,"SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]",SAE1 AOS1 SUA1 UBLE1A,0.57878,0.56456,0.59846
Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,0.37508,0.4166,0.44677
Q9UBQ0,Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29),VPS29 DC15 DC7 MDS007,1.0722,1.0512,1.0036
Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28),EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001,0.96828,1.0447,0.96905
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81),GRHPR GLXR MSTP035,1.798,1.7062,1.686
Q9UBT2,SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2),UBA2 SAE2 UBLE1B HRIHFB2115,0.67696,0.6891,0.66985
Q9UBU9,Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP),NXF1 TAP,1.0189,0.8844,0.98057
Q9UBV2,Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L),SEL1L TSA305 UNQ128/PRO1063,1.2297,1.3769,1.6039
Q9UBV8,Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1),PEF1 ABP32 UNQ1845/PRO3573,1.3974,1.4483,1.6215
Q9UBW8,COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a),COPS7A CSN7A DERP10,1.6969,1.7323,1.5701
Q9UBX3,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10),SLC25A10 DIC,4.6669,3.8,4.3688
Q9UDW1,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein),UQCR10 UCRC HSPC119,1.9654,1.7963,1.9716
Q9UDY2,Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2),TJP2 X104 ZO2,0.29779,0.25804,0.27117
Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39),STK39 SPAK,2.6711,2.5466,2.6532
Q9UFN0,Protein NipSnap homolog 3A (NipSnap3A) (Protein NipSnap homolog 4) (NipSnap4) (Target for Salmonella secreted protein C) (TassC),NIPSNAP3A NIPSNAP4 HSPC299,2.7099,2.7096,2.6892
Q9UG63,ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2),ABCF2 HUSSY-18,0.64521,1.1066,0.81458
Q9UGP8,Translocation protein SEC63 homolog,SEC63 SEC63L,1.2709,1.2372,1.2659
Q9UGV2,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),NDRG3,1.0038,1.1045,1.1914
Q9UHB6,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm),LIMA1 EPLIN SREBP3 PP624,0.28144,0.20702,0.18588
Q9UHB9,Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein),SRP68,1.2708,1.0009,0.99332
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (CHP-1) (Protein morgana),CHORDC1 CHP1,1.5869,1.6056,1.5209
Q9UHD8,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),SEPTIN9 KIAA0991 MSF SEPT9,0.69629,0.64562,0.63043
Q9UHE8,Metalloreductase STEAP1 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 1),STEAP1 PRSS24 STEAP,3.6272,3.9615,3.5511
Q9UHQ9,NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2),CYB5R1 NQO3A2 UNQ3049/PRO9865,1.817,1.5644,1.7534
Q9UHV9,Prefoldin subunit 2,PFDN2 PFD2 HSPC231,0.80531,0.8857,0.81086
Q9UHX1,Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1),PUF60 FIR ROBPI SIAHBP1,1.1293,1.0857,1.1536
Q9UHY7,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)",ENOPH1 MASA MSTP145,1.7511,1.8475,1.9723
Q9UI09,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2),NDUFA12 DAP13,3.0933,2.3303,2.237
Q9UI10,Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta),EIF2B4 EIF2BD,0.91616,1.0384,0.93903
Q9UI12,V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD),ATP6V1H CGI-11,1.1898,1.1699,1.0343
Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog),TRMT112 AD-001 HSPC152 HSPC170,1.0438,0.97889,0.95475
Q9UIA9,Exportin-7 (Exp7) (Ran-binding protein 16),XPO7 KIAA0745 RANBP16,1.1602,0.97744,1.2467
Q9UIG0,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2),BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF,1.1477,0.91436,0.93251
Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",AK3 AK3L1 AK6 AKL3L,3.9046,2.6556,3.2707
Q9UJC3,Protein Hook homolog 1 (h-hook1) (hHK1),HOOK1,1.7869,1.9751,1.9359
Q9UJS0,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)",SLC25A13,1.6207,1.8287,1.835
Q9UJU6,Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7),DBNL CMAP SH3P7 PP5423,0.45376,0.46705,0.50361
Q9UJZ1,"Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7)",STOML2 SLP2 HSPC108,0.81216,0.82737,0.81417
Q9UK76,"Jupiter microtubule associated homolog 1 (Androgen-regulated protein 2) (Hematological and neurological expressed 1 protein) [Cleaved into: Jupiter microtubule associated homolog 1, N-terminally processed]",JPT1 ARM2 HN1,1.5546,1.3692,1.5423
Q9UKD2,mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4),MRTO4 C1orf33 MRT4,0.82847,0.76996,0.73094
Q9UKF6,Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73),CPSF3 CPSF73,0.6053,0.70737,0.68043
Q9UKK9,ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5) (hNUDT5) (YSA1H),NUDT5 NUDIX5 HSPC115,0.4164,0.42213,0.44954
Q9UKM9,RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog),RALY HNRPCL2 P542,1.1602,1.0003,1.0018
Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus (Acinus),ACIN1 ACINUS KIAA0670,1.0095,0.84605,0.97275
Q9UKY7,Protein CDV3 homolog,CDV3 H41,0.71464,0.68596,0.7835
Q9UL25,Ras-related protein Rab-21,RAB21 KIAA0118,0.896,1.0192,1.1323
Q9UL46,Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta),PSME2,0.59227,0.57771,0.54723
Q9ULC4,Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies),MCTS1 MCT1,1.1607,1.1334,1.0582
Q9UM54,Unconventional myosin-VI (Unconventional myosin-6),MYO6 KIAA0389,2.7544,2.9141,2.6997
Q9UMS4,Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor),PRPF19 NMP200 PRP19 SNEV,0.81621,0.69653,0.71958
Q9UMX0,Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1),UBQLN1 DA41 PLIC1,1.3095,1.131,1.1326
Q9UN86,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2),G3BP2 KIAA0660,1.2415,1.2022,1.3399
Q9UNE7,E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1),STUB1 CHIP PP1131,2.2686,1.778,2.0501
Q9UNF0,Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II) (SdpII),PACSIN2,1.2996,1.2705,1.384
Q9UNH7,"Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]",SNX6,0.70568,0.66058,0.69193
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5),PSMD13,0.82781,0.86645,0.91982
Q9UNS2,COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3),COPS3 CSN3,1.2811,1.2754,1.2979
Q9UNX3,60S ribosomal protein L26-like 1 (Large ribosomal subunit protein uL24-like 1),RPL26L1 RPL26P1,0.96566,1.025,1.0258
Q9UNX4,WD repeat-containing protein 3,WDR3,0.93194,1.0052,1.0267
Q9UNZ2,NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47),NSFL1C UBXN2C,0.65569,0.63574,0.65132
Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)",MACF1 ABP620 ACF7 KIAA0465 KIAA0754 KIAA1251,0.48581,0.51861,0.62789
Q9UPQ0,LIM and calponin homology domains-containing protein 1,LIMCH1 KIAA1102,10.189,6.2268,5.5149
Q9UQ35,Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803),SRRM2 KIAA0324 SRL300 SRM300 HSPC075,0.94374,1.0711,1.1738
Q9UQ80,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1),PA2G4 EBP1,0.91958,0.87699,0.90136
Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2 (BAI-associated protein 2) (BAI1-associated protein 2) (Protein BAP2) (Fas ligand-associated factor 3) (FLAF3) (Insulin receptor substrate p53/p58) (IRS-58) (IRSp53/58) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53),BAIAP2,0.92403,1.0182,0.88897
Q9UQE7,Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP),SMC3 BAM BMH CSPG6 SMC3L1,0.91389,0.87532,0.81227
Q9Y224,"RNA transcription, translation and transport factor protein (CLE7 homolog) (CLE) (hCLE)",RTRAF C14orf166 CGI-99,1.0472,0.97126,0.92205
Q9Y230,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),RUVBL2 INO80J TIP48 TIP49B CGI-46,0.59095,0.59195,0.55784
Q9Y248,DNA replication complex GINS protein PSF2 (GINS complex subunit 2),GINS2 PSF2 CGI-122 DC5 HSPC037,0.85164,0.91264,0.85674
Q9Y262,Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein),EIF3L EIF3EIP EIF3S6IP HSPC021 HSPC025 MSTP005,0.83054,0.82095,0.8551
Q9Y263,Phospholipase A-2-activating protein (PLA2P) (PLAP),PLAA PLAP,0.77681,0.33419,0.56797
Q9Y265,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha),RUVBL1 INO80H NMP238 TIP49 TIP49A,0.5885,0.57452,0.60909
